id,speaker,speech,context,raw-dialouge,season,episode,title,airdate,runtime
2427,Patrick,"Wait! There's more. When I read it to the class, they pelted me with dodgeballs! Just because we were playing dodgeball!  Whyyyyyy?! ",starts crying dramatic music plays,"Wait! There's more. When I read it to the class, they pelted me with dodgeballs! Just because we were playing dodgeball! [starts crying] Whyyyyyy?! [dramatic music plays]",05,03,Sing a Song of Patrick,19-Feb-07,10
2428,SpongeBob," You can play your records later, Gary. Patrick, is that why you've been having trouble writing?",stops Gary's record player,"[stops Gary's record player] You can play your records later, Gary. Patrick, is that why you've been having trouble writing?",05,03,Sing a Song of Patrick,19-Feb-07,10
2429,Patrick,I'm worried my poem's not gonna be any good and you're going to hit me with dodgeballs.,,I'm worried my poem's not gonna be any good and you're going to hit me with dodgeballs.,05,03,Sing a Song of Patrick,19-Feb-07,10
2430,SpongeBob,"Oh, I don't even own a dodgeball. Do you, Gary?",,"Oh, I don't even own a dodgeball. Do you, Gary?",05,03,Sing a Song of Patrick,19-Feb-07,10
2431,Gary, Meow.,saying no suspiciously,[saying no suspiciously] Meow.,05,03,Sing a Song of Patrick,19-Feb-07,10
2432,Patrick,"If you're serious, I can do this. I'm even gonna use my brain.",,"If you're serious, I can do this. I'm even gonna use my brain.",05,03,Sing a Song of Patrick,19-Feb-07,10
2433,SpongeBob,"That's the spirit, Patrick! I'll open a window. ",cut to SpongeBob's house with an opened window with Patrick struggling to write the poem,"That's the spirit, Patrick! I'll open a window. [cut to SpongeBob's house with an opened window with Patrick struggling to write the poem]",05,03,Sing a Song of Patrick,19-Feb-07,10
2434,Patrick," Come on, you stupid brain! work!  It's working! ",tapping his head with the pencil Patrick's brain starts working and smoke comes out struggling as he starts writing,"[tapping his head with the pencil] Come on, you stupid brain! work! [Patrick's brain starts working and smoke comes out] It's working! [struggling as he starts writing]",05,03,Sing a Song of Patrick,19-Feb-07,10
2435,SpongeBob," Patrick, don't strain yourself. ",knocking Patrick continues struggling as Squidward opens the window,"[knocking] Patrick, don't strain yourself. [Patrick continues struggling as Squidward opens the window]",05,03,Sing a Song of Patrick,19-Feb-07,10
2436,Squidward,"Now, what's going on?  What is that horrible smell?  Is Patrick thinking again?",looks disgusted SpongeBob comes out,"Now, what's going on? [looks disgusted] What is that horrible smell? [SpongeBob comes out] Is Patrick thinking again?",05,03,Sing a Song of Patrick,19-Feb-07,10
2437,Patrick,I'm making art!,,I'm making art!,05,03,Sing a Song of Patrick,19-Feb-07,10
2438,Squidward,"Patrick, it smells like something crawled in your brain and died.",,"Patrick, it smells like something crawled in your brain and died.",05,03,Sing a Song of Patrick,19-Feb-07,10
2439,Patrick,That's the creative process at work!  Ready to go to the post office?  I need to mail in my masterpiece.,Squidward closes the window shows a letter with his poem in it,That's the creative process at work! [Squidward closes the window] Ready to go to the post office? [shows a letter with his poem in it] I need to mail in my masterpiece.,05,03,Sing a Song of Patrick,19-Feb-07,10
2440,Narrator,The next day... ,cut to Bigshot Records,The next day... [cut to Bigshot Records],05,03,Sing a Song of Patrick,19-Feb-07,10
2441,Lead Singer,♪--and that's why you're my cookie-wookie teddy bear!♪,,♪--and that's why you're my cookie-wookie teddy bear!♪,05,03,Sing a Song of Patrick,19-Feb-07,10
2442,Guitarist #1,I hate my life.,,I hate my life.,05,03,Sing a Song of Patrick,19-Feb-07,10
2443,Keyboardist,"I hate your life, too, dude.",,"I hate your life, too, dude.",05,03,Sing a Song of Patrick,19-Feb-07,10
2444,Band Manager,"People! We have 17 more songs to finish this hour! Next up is: ""I Wrote This"" by Patrick Star.  Yick. ",sniffs then holds his nose Guitarist #2 then takes it,"People! We have 17 more songs to finish this hour! Next up is: ""I Wrote This"" by Patrick Star. [sniffs then holds his nose] Yick. [Guitarist #2 then takes it]",05,03,Sing a Song of Patrick,19-Feb-07,10
2445,Guitarist #2,This one's really bad! It made my eyeballs throw up.,,This one's really bad! It made my eyeballs throw up.,05,03,Sing a Song of Patrick,19-Feb-07,10
2446,Guitarist #1,Oh yeah. ,eyes disappear,Oh yeah. [eyes disappear],05,03,Sing a Song of Patrick,19-Feb-07,10
2447,Band Manager,I don't care how awful his poem is! We spent his 100 bucks already!,,I don't care how awful his poem is! We spent his 100 bucks already!,05,03,Sing a Song of Patrick,19-Feb-07,10
2448,Guitarist #1,"Come on, guys. We're going to do this if it kills us. A 1, a 2 and a-- ",cut to the cemetery where the band members are buried,"Come on, guys. We're going to do this if it kills us. A 1, a 2 and a-- [cut to the cemetery where the band members are buried]",05,03,Sing a Song of Patrick,19-Feb-07,10
2449,Charlie, They wanted you to have this.,grave voice,[grave voice] They wanted you to have this.,05,03,Sing a Song of Patrick,19-Feb-07,10
2450,Patrick,My song. Ahh... ,cut to SpongeBob's house,My song. Ahh... [cut to SpongeBob's house],05,03,Sing a Song of Patrick,19-Feb-07,10
2451,SpongeBob,"Come on, let's hear it!",,"Come on, let's hear it!",05,03,Sing a Song of Patrick,19-Feb-07,10
2452,Patrick,"Um, I don't know. You're not gonna throw dodgeballs at me?",,"Um, I don't know. You're not gonna throw dodgeballs at me?",05,03,Sing a Song of Patrick,19-Feb-07,10
2453,SpongeBob,I don't see any dodgeballs here buddy. Just an artist and his work.,,I don't see any dodgeballs here buddy. Just an artist and his work.,05,03,Sing a Song of Patrick,19-Feb-07,10
2454,Patrick,Yeah! And me too! Now sit down and get comfortable.,,Yeah! And me too! Now sit down and get comfortable.,05,03,Sing a Song of Patrick,19-Feb-07,10
2455,SpongeBob," Uh, Patrick?","sits on his arm chair, while Patrick pushes a big stereo in front of him","[sits on his arm chair, while Patrick pushes a big stereo in front of him] Uh, Patrick?",05,03,Sing a Song of Patrick,19-Feb-07,10
2456,Patrick, SpongeBob SquarePants! Are you ready to rock?! Whooo! ,on top of the stereo SpongeBob screams as Patrick lands on the chair and turns on the music,[on top of the stereo] SpongeBob SquarePants! Are you ready to rock?! Whooo! [SpongeBob screams as Patrick lands on the chair and turns on the music],05,03,Sing a Song of Patrick,19-Feb-07,10
2457,SpongeBob, It's really loud!,covering his ears,[covering his ears] It's really loud!,05,03,Sing a Song of Patrick,19-Feb-07,10
2458,Patrick,You need it louder? Okay!,,You need it louder? Okay!,05,03,Sing a Song of Patrick,19-Feb-07,10
2459,Lead singer," ♪Twinkle, twinkle, Patrick Star. I made myself a sandwich. My mommy named it Fred. It tastes like beans and bacon. And smells like it's been dead. Writing stuff is hard so I use a pointy pencil. Pointy, pointy, pointy, pointy, pointy, point. P.U., what's that horrible smell?♪",singing Patrick's poem,"[singing Patrick's poem] ♪Twinkle, twinkle, Patrick Star. I made myself a sandwich. My mommy named it Fred. It tastes like beans and bacon. And smells like it's been dead. Writing stuff is hard so I use a pointy pencil. Pointy, pointy, pointy, pointy, pointy, point. P.U., what's that horrible smell?♪",05,03,Sing a Song of Patrick,19-Feb-07,10
2460,Singer,Drum Solo! ,plays drum solo. Wallpaper peels and plants become dead and picture of Mr. and Mrs. SquarePants shakes,Drum Solo! [plays drum solo. Wallpaper peels and plants become dead and picture of Mr. and Mrs. SquarePants shakes],05,03,Sing a Song of Patrick,19-Feb-07,10
2461,Lead Singer,"♪I have a head, it ends in a point. pointy, pointy, pointy, pointy, pointy, point.♪  ♪This song is over, except for this line, you win this round, broccoli!♪ ","in their picture, Mr. and Mrs. SquarePants get annoyed and Mrs. SquarePants turns the picture over the song ends as SpongeBob's house peels and the stereo crashes on top of SpongeBob and Patrick","♪I have a head, it ends in a point. pointy, pointy, pointy, pointy, pointy, point.♪ [in their picture, Mr. and Mrs. SquarePants get annoyed and Mrs. SquarePants turns the picture over] ♪This song is over, except for this line, you win this round, broccoli!♪ [the song ends as SpongeBob's house peels and the stereo crashes on top of SpongeBob and Patrick]",05,03,Sing a Song of Patrick,19-Feb-07,10
2462,Patrick,"That was awesome! Did you like it or did you really, really like it? Give me your completely honest opinion of how great it was.",,"That was awesome! Did you like it or did you really, really like it? Give me your completely honest opinion of how great it was.",05,03,Sing a Song of Patrick,19-Feb-07,10
2463,SpongeBob, Oh...hmm... how do I put this delicately-- That was the best song I ever heard!,looking like he wants to insult it,[looking like he wants to insult it] Oh...hmm... how do I put this delicately-- That was the best song I ever heard!,05,03,Sing a Song of Patrick,19-Feb-07,10
2464,Patrick,Do you really think so?,,Do you really think so?,05,03,Sing a Song of Patrick,19-Feb-07,10
2465,SpongeBob,We need to get that song on the radio!,,We need to get that song on the radio!,05,03,Sing a Song of Patrick,19-Feb-07,10
2466,Patrick,"Then let's go right now, come on! ",takes SpongeBob's arm off,"Then let's go right now, come on! [takes SpongeBob's arm off]",05,03,Sing a Song of Patrick,19-Feb-07,10
2467,SpongeBob,"Darn, I just got that arm back. ",cut to the radio station where SpongeBob and Patrick are going to put the song on the radio,"Darn, I just got that arm back. [cut to the radio station where SpongeBob and Patrick are going to put the song on the radio]",05,03,Sing a Song of Patrick,19-Feb-07,10
2468,Patrick,I can't wait to see look on their face once they hear this. ,they go inside and employee screams and kicks them out and closes the door,I can't wait to see look on their face once they hear this. [they go inside and employee screams and kicks them out and closes the door],05,03,Sing a Song of Patrick,19-Feb-07,10
2469,SpongeBob,Did you see the look on his face?,,Did you see the look on his face?,05,03,Sing a Song of Patrick,19-Feb-07,10
2470,Patrick,Yeah. Did you see his ears?,,Yeah. Did you see his ears?,05,03,Sing a Song of Patrick,19-Feb-07,10
2471,SpongeBob,"I didn't know they could turn inside out like that. Now, how are we going to get your record on the radio?",,"I didn't know they could turn inside out like that. Now, how are we going to get your record on the radio?",05,03,Sing a Song of Patrick,19-Feb-07,10
2472,Patrick,What record? ,they see the antenna,What record? [they see the antenna],05,03,Sing a Song of Patrick,19-Feb-07,10
2473,SpongeBob,I got an idea!  We just have to play your record from the top of this antenna.,cut to later where SpongeBob and Patrick are on the roof. Wind howls as SpongeBob and Patrick shiver,I got an idea! [cut to later where SpongeBob and Patrick are on the roof. Wind howls as SpongeBob and Patrick shiver] We just have to play your record from the top of this antenna.,05,03,Sing a Song of Patrick,19-Feb-07,10
2474,Patrick,Carry me?,,Carry me?,05,03,Sing a Song of Patrick,19-Feb-07,10
2475,SpongeBob,Huh? Patrick-- ,"Patrick lands on top of SpongeBob and SpongeBob picks him up, struggling","Huh? Patrick-- [Patrick lands on top of SpongeBob and SpongeBob picks him up, struggling]",05,03,Sing a Song of Patrick,19-Feb-07,10
2476,Patrick,"Tally ho! Mush! Onward and upward!  Faster, SpongeBob! Faster!  Oh! Hmm-- this record won't stay put.","SpongeBob is struggling to get to the top of the antenna Patrick sees a satellite go by. They get to the top of the antenna. Patrick stands on SpongeBob's face, takes out his record player and then puts it on the top of the antenna, the record player wobbles and falls off and Patrick catches it","Tally ho! Mush! Onward and upward! [SpongeBob is struggling to get to the top of the antenna] Faster, SpongeBob! Faster! [Patrick sees a satellite go by. They get to the top of the antenna. Patrick stands on SpongeBob's face, takes out his record player and then puts it on the top of the antenna, the record player wobbles and falls off and Patrick catches it] Oh! Hmm-- this record won't stay put.",05,03,Sing a Song of Patrick,19-Feb-07,10
2477,SpongeBob,,mumbling inaudibly,[mumbling inaudibly],05,03,Sing a Song of Patrick,19-Feb-07,10
2478,Patrick,Good idea. ,"takes out bubble gum and throws it in his mouth and chews on it, while making noises and he blows a bubble","Good idea. [takes out bubble gum and throws it in his mouth and chews on it, while making noises and he blows a bubble]",05,03,Sing a Song of Patrick,19-Feb-07,10
2479,SpongeBob, ,mumbling impatiently. Bubble pops and sticks to Patrick's mouth,[mumbling impatiently.] [Bubble pops and sticks to Patrick's mouth],05,03,Sing a Song of Patrick,19-Feb-07,10
2480,Patrick,"Oh, yeah. I forgot. ",pulls gum off and sticks it to the bottom of the record player and puts it on the top of the antenna and turns on the music. Ralph is walking past a radio in a store,"Oh, yeah. I forgot. [pulls gum off and sticks it to the bottom of the record player and puts it on the top of the antenna and turns on the music. Ralph is walking past a radio in a store]",05,03,Sing a Song of Patrick,19-Feb-07,10
2481,Lead Singer,"♪Twinkle, twinkle, Patrick Star--♪",,"♪Twinkle, twinkle, Patrick Star--♪",05,03,Sing a Song of Patrick,19-Feb-07,10
2482,Ralph,,screams. Billy is driving his boat,[screams. Billy is driving his boat],05,03,Sing a Song of Patrick,19-Feb-07,10
2483,Lead Singer,"♪--I made myself a sandwich, my mommy named it Fred--♪",,"♪--I made myself a sandwich, my mommy named it Fred--♪",05,03,Sing a Song of Patrick,19-Feb-07,10
2484,Billy, It's in my head! ,screams continues screaming as boat spins around and crashes,[screams] It's in my head! [continues screaming as boat spins around and crashes],05,03,Sing a Song of Patrick,19-Feb-07,10
2485,Lead Singer,"♪--It tastes like beans and bacon, and smells like it's been dead,♪  ♪Writing stuff is hard so I use a pointy pencil--♪ ","two fish are walking around, listening to music Jimmy's head disappears","♪--It tastes like beans and bacon, and smells like it's been dead,♪ [two fish are walking around, listening to music] ♪Writing stuff is hard so I use a pointy pencil--♪ [Jimmy's head disappears]",05,03,Sing a Song of Patrick,19-Feb-07,10
2486,Frank,Lucky.,,Lucky.,05,03,Sing a Song of Patrick,19-Feb-07,10
2487,Lead Singer,"♪--Pointy, Pointy, Pointy, Pointy, Pointy, Point--♪",,"♪--Pointy, Pointy, Pointy, Pointy, Pointy, Point--♪",05,03,Sing a Song of Patrick,19-Feb-07,10
2488,Harold, This song always makes me think of you.,"to his girlfriend, Evelyn who are at the beach as the song plays","[to his girlfriend, Evelyn who are at the beach as the song plays] This song always makes me think of you.",05,03,Sing a Song of Patrick,19-Feb-07,10
2489,Lead Singer,"♪--P.U., what's that horrible smell?♪",,"♪--P.U., what's that horrible smell?♪",05,03,Sing a Song of Patrick,19-Feb-07,10
2490,Singer,Drum solo! ,"plays drum solo as Evelyn hits her boyfriend, who goes flying. Everyone screams and runs around because of the song. Scooter and The Lifeguard tip the boat over","Drum solo! [plays drum solo as Evelyn hits her boyfriend, who goes flying. Everyone screams and runs around because of the song. Scooter and The Lifeguard tip the boat over]",05,03,Sing a Song of Patrick,19-Feb-07,10
2491,Billy,Stop!,,Stop!,05,03,Sing a Song of Patrick,19-Feb-07,10
2492,Lead Singer,"♪--I have a head, it ends in a point--♪",,"♪--I have a head, it ends in a point--♪",05,03,Sing a Song of Patrick,19-Feb-07,10
2493,Fish, My ears! ,covering his ears they pull the controls off and they jump out of the plane with parachutes,[covering his ears] My ears! [they pull the controls off and they jump out of the plane with parachutes],05,03,Sing a Song of Patrick,19-Feb-07,10
2494,Lead Singer,"♪--Pointy, pointy, pointy, pointy, pointy, point--♪  ♪--This song is over, except for this line--♪","the plane lands into a fireworks storage, it explodes and fireworks start","♪--Pointy, pointy, pointy, pointy, pointy, point--♪ [the plane lands into a fireworks storage, it explodes and fireworks start] ♪--This song is over, except for this line--♪",05,03,Sing a Song of Patrick,19-Feb-07,10
2495,Old Man Walker,I like it. ,hums the song,I like it. [hums the song],05,03,Sing a Song of Patrick,19-Feb-07,10
2496,Lead Singer,"♪--you win this round, broccoli!♪ ",song ends but begins again. SpongeBob and Patrick see that Bikini Bottom's having a party,"♪--you win this round, broccoli!♪ [song ends but begins again. SpongeBob and Patrick see that Bikini Bottom's having a party]",05,03,Sing a Song of Patrick,19-Feb-07,10
2497,SpongeBob,"Well, it looks like Bikini Bottom is throwing a party. and you know what a party needs.",,"Well, it looks like Bikini Bottom is throwing a party. and you know what a party needs.",05,03,Sing a Song of Patrick,19-Feb-07,10
2498,Patrick,"Uh, bean dip?",,"Uh, bean dip?",05,03,Sing a Song of Patrick,19-Feb-07,10
2499,SpongeBob,"Yes, that is important. But I was thinking about music! Turn it up, Patrick! ",Patrick turns the volume up,"Yes, that is important. But I was thinking about music! Turn it up, Patrick! [Patrick turns the volume up]",05,03,Sing a Song of Patrick,19-Feb-07,10
2500,Lead Singer,♪It tastes like beans and bacon--♪,,♪It tastes like beans and bacon--♪,05,03,Sing a Song of Patrick,19-Feb-07,10
2501,Fred, Where is that awful song coming from?,covering his ears,[covering his ears] Where is that awful song coming from?,05,03,Sing a Song of Patrick,19-Feb-07,10
2502,Lead Singer,♪--And it smells like it's been dead--♪,,♪--And it smells like it's been dead--♪,05,03,Sing a Song of Patrick,19-Feb-07,10
2503,Fred, To the radio station! ,points to the radio station everyone marches angrily to the radio station,[points to the radio station] To the radio station! [everyone marches angrily to the radio station],05,03,Sing a Song of Patrick,19-Feb-07,10
2504,Lou,Torches! Get your torches! ,everyone gets a torch,Torches! Get your torches! [everyone gets a torch],05,03,Sing a Song of Patrick,19-Feb-07,10
2505,Harold,Pitchforks! You can't be an angry mob without pitchforks! ,everyone gets a pitchfork,Pitchforks! You can't be an angry mob without pitchforks! [everyone gets a pitchfork],05,03,Sing a Song of Patrick,19-Feb-07,10
2506,Peterson,Cotton Candy! Get your cotton candy! Can't throw a riot without cotton candy! ,everyone misses the cotton candy. SpongeBob and Patrick climb down the antenna,Cotton Candy! Get your cotton candy! Can't throw a riot without cotton candy! [everyone misses the cotton candy. SpongeBob and Patrick climb down the antenna],05,03,Sing a Song of Patrick,19-Feb-07,10
2507,Lead Singer,♪--I have a head. It ends in a point--♪,,♪--I have a head. It ends in a point--♪,05,03,Sing a Song of Patrick,19-Feb-07,10
2508,SpongeBob,"Look at that, Patrick! ",the angry mob is coming,"Look at that, Patrick! [the angry mob is coming]",05,03,Sing a Song of Patrick,19-Feb-07,10
2509,Patrick,"Oh, you mean the angry mob with the pitchforks and torches?",,"Oh, you mean the angry mob with the pitchforks and torches?",05,03,Sing a Song of Patrick,19-Feb-07,10
2510,SpongeBob," That's not an angry mob, Patrick. It's your fan club!",laughs,"[laughs] That's not an angry mob, Patrick. It's your fan club!",05,03,Sing a Song of Patrick,19-Feb-07,10
2511,Patrick,Fan club?  Yee-whoo! We should sing them a song!,song ends as the angry mob chatters indistinctly,Fan club? [song ends as the angry mob chatters indistinctly] Yee-whoo! We should sing them a song!,05,03,Sing a Song of Patrick,19-Feb-07,10
2512,Fred,Who's responsible for that song on the radio? ,SpongeBob and Patrick jump off the roof,Who's responsible for that song on the radio? [SpongeBob and Patrick jump off the roof],05,03,Sing a Song of Patrick,19-Feb-07,10
2513,SpongeBob,"Why, he's right here. Patrick Star, Musical Genius. ",Patrick drones and burps,"Why, he's right here. Patrick Star, Musical Genius. [Patrick drones and burps]",05,03,Sing a Song of Patrick,19-Feb-07,10
2514,Fred,"Let's get 'em, boys! ","they start chasing them. SpongeBob &amp; Patrick found a cure. they beat them up but SpongeBob and Patrick play with instruments wildly. Patrick plays with a guitar, while SpongeBob plays with a chainsaw and a tambourine. They pant heavily while they got rid of the mob","Let's get 'em, boys! [they start chasing them. SpongeBob &amp; Patrick found a cure. they beat them up but SpongeBob and Patrick play with instruments wildly. Patrick plays with a guitar, while SpongeBob plays with a chainsaw and a tambourine. They pant heavily while they got rid of the mob]",05,03,Sing a Song of Patrick,19-Feb-07,10
2515,Patrick,"And that was my new song called, ""Ay...""",,"And that was my new song called, ""Ay...""",05,03,Sing a Song of Patrick,19-Feb-07,10
2516,Fred,"You know, It's not that bad.",,"You know, It's not that bad.",05,03,Sing a Song of Patrick,19-Feb-07,10
2517,Jimmy,Yeah. At least it got that first terrible song out of our heads.,,Yeah. At least it got that first terrible song out of our heads.,05,03,Sing a Song of Patrick,19-Feb-07,10
2518,Patrick,"Oh, yeah. My song.  Oh, Twinkle, Twinkle, Patrick Star-- ",strums his guitar they hear a whistle blow and it was Patrick's gym teacher from the childhood,"Oh, yeah. My song. [strums his guitar] Oh, Twinkle, Twinkle, Patrick Star-- [they hear a whistle blow and it was Patrick's gym teacher from the childhood]",05,03,Sing a Song of Patrick,19-Feb-07,10
2519,Gym Teacher,Patrick! Looks like you need another lesson! Dodgeballs ready! ,everyone gets out a dodgeball,Patrick! Looks like you need another lesson! Dodgeballs ready! [everyone gets out a dodgeball],05,03,Sing a Song of Patrick,19-Feb-07,10
2520,Patrick,Uh-oh. ,everyone starts throwing dodgeballs at SpongeBob and Patrick who take cover,Uh-oh. [everyone starts throwing dodgeballs at SpongeBob and Patrick who take cover],05,03,Sing a Song of Patrick,19-Feb-07,10
