id,speaker,speech,context,raw-dialouge,season,episode,title,airdate,runtime
1704,SpongeBob," Aww, Patrick, don't cry.  You'll get an award one day.",has two 1st place ribbons in his eyes Patrick starts sobbing loudly and wildly going away from the awards,"[has two 1st place ribbons in his eyes] Aww, Patrick, don't cry. [Patrick starts sobbing loudly and wildly going away from the awards] You'll get an award one day.",02,05,Big Pink Loser,16-Nov-00,11
1705,Patrick,I'm never gonna get an award 'cause I've never done anything.,,I'm never gonna get an award 'cause I've never done anything.,02,05,Big Pink Loser,16-Nov-00,11
1706,SpongeBob,But you're Patrick...  Star. You can do anything you want.,jumps on Patrick and his eyes turn into stars,But you're Patrick... [jumps on Patrick and his eyes turn into stars] Star. You can do anything you want.,02,05,Big Pink Loser,16-Nov-00,11
1707,Patrick,That's easy for you to say. You're SpongeBob.,,That's easy for you to say. You're SpongeBob.,02,05,Big Pink Loser,16-Nov-00,11
1708,SpongeBob,"Patrick, if you wanna win an award, you have to do something.",,"Patrick, if you wanna win an award, you have to do something.",02,05,Big Pink Loser,16-Nov-00,11
1709,Patrick,Hmmm...I wanna defeat the giant monkeyman and save the 9th dimension!,,Hmmm...I wanna defeat the giant monkeyman and save the 9th dimension!,02,05,Big Pink Loser,16-Nov-00,11
1710,SpongeBob,Me too! But that sounds a little hard. Why don't we start smaller?,,Me too! But that sounds a little hard. Why don't we start smaller?,02,05,Big Pink Loser,16-Nov-00,11
1711,Patrick,I wanna defeat the little monkeyman and save the 8th dimension!,,I wanna defeat the little monkeyman and save the 8th dimension!,02,05,Big Pink Loser,16-Nov-00,11
1712,SpongeBob,Smaller. ,shrinks,Smaller. [shrinks],02,05,Big Pink Loser,16-Nov-00,11
1713,Patrick,Doctor?,,Doctor?,02,05,Big Pink Loser,16-Nov-00,11
1714,SpongeBob,Smaller. ,shrinks more,Smaller. [shrinks more],02,05,Big Pink Loser,16-Nov-00,11
1715,Patrick,Fireman?,,Fireman?,02,05,Big Pink Loser,16-Nov-00,11
1716,SpongeBob, The smallest you can think of. ,In a tiny voice shrinks even more,[In a tiny voice] The smallest you can think of. [shrinks even more],02,05,Big Pink Loser,16-Nov-00,11
1717,Patrick,A job at the Krusty Krab?,,A job at the Krusty Krab?,02,05,Big Pink Loser,16-Nov-00,11
1718,SpongeBob, Yeah!  I do things at work all the time.,normal voice grows to normal size,[normal voice] Yeah! [grows to normal size] I do things at work all the time.,02,05,Big Pink Loser,16-Nov-00,11
1719,Patrick,Then let's go. ,"Patrick runs off, pulling off SpongeBob's arm","Then let's go. [Patrick runs off, pulling off SpongeBob's arm]",02,05,Big Pink Loser,16-Nov-00,11
1720,Patrick,"Boy, it sure was nice of Mr. Krabs to give me a job.",,"Boy, it sure was nice of Mr. Krabs to give me a job.",02,05,Big Pink Loser,16-Nov-00,11
1721,SpongeBob,"And at 50 dollars an hour, too. When I started working here, I had to pay Mr. Krabs 100 dollars an hour. Hey, Squidward, guess who just got a job?",,"And at 50 dollars an hour, too. When I started working here, I had to pay Mr. Krabs 100 dollars an hour. Hey, Squidward, guess who just got a job?",02,05,Big Pink Loser,16-Nov-00,11
1722,Squidward,Guess who just quit? ,puts his hat on Patrick's head and then leaves,Guess who just quit? [puts his hat on Patrick's head and then leaves],02,05,Big Pink Loser,16-Nov-00,11
1723,Patrick,Do I get my award yet?,,Do I get my award yet?,02,05,Big Pink Loser,16-Nov-00,11
1724,SpongeBob,"You have to work for it, remember?",,"You have to work for it, remember?",02,05,Big Pink Loser,16-Nov-00,11
1725,Patrick,Tartar sauce. ,SpongeBob flipping patties,Tartar sauce. [SpongeBob flipping patties],02,05,Big Pink Loser,16-Nov-00,11
1726,SpongeBob, Pick up order! ,SpongeBob places the order in the window Patrick comes and eats the order,[SpongeBob places the order in the window] Pick up order! [Patrick comes and eats the order],02,05,Big Pink Loser,16-Nov-00,11
1727,Patrick,"Do I get my award, now?",,"Do I get my award, now?",02,05,Big Pink Loser,16-Nov-00,11
1728,SpongeBob,"No, you have to take the tray to the customer.",,"No, you have to take the tray to the customer.",02,05,Big Pink Loser,16-Nov-00,11
1729,Patrick,Ok. ,tray gets to table but with no food; Patrick burps,Ok. [tray gets to table but with no food; Patrick burps],02,05,Big Pink Loser,16-Nov-00,11
1730,SpongeBob,Almost. Try again and this time make sure the food gets to the table. ,Patrick arrives with food on tray but then eats it as he sits down,Almost. Try again and this time make sure the food gets to the table. [Patrick arrives with food on tray but then eats it as he sits down],02,05,Big Pink Loser,16-Nov-00,11
1731,Patrick,Like that?,,Like that?,02,05,Big Pink Loser,16-Nov-00,11
1732,SpongeBob,Nope.,,Nope.,02,05,Big Pink Loser,16-Nov-00,11
1733,Patrick, Barnacles!,spits out food at the customer as he talks,[spits out food at the customer as he talks] Barnacles!,02,05,Big Pink Loser,16-Nov-00,11
1734,SpongeBob,Let's try something different.,,Let's try something different.,02,05,Big Pink Loser,16-Nov-00,11
1735,SpongeBob,All you have to do is answer the phone.,,All you have to do is answer the phone.,02,05,Big Pink Loser,16-Nov-00,11
1736,Patrick,"Aye aye, Captain! ",phone rings,"Aye aye, Captain! [phone rings]",02,05,Big Pink Loser,16-Nov-00,11
1737,Guy on Phone,Is this the Krusty Krab?,,Is this the Krusty Krab?,02,05,Big Pink Loser,16-Nov-00,11
1738,Patrick,"No, this is Patrick. ",hangs up and starts whistling; phone rings again,"No, this is Patrick. [hangs up and starts whistling; phone rings again]",02,05,Big Pink Loser,16-Nov-00,11
1739,Girl on Phone,Is this the Krusty Krab?,,Is this the Krusty Krab?,02,05,Big Pink Loser,16-Nov-00,11
1740,Patrick," No, this is Patrick! ",annoyed hangs up and continues to whistle; phone rings yet again,"[annoyed] No, this is Patrick! [hangs up and continues to whistle; phone rings yet again]",02,05,Big Pink Loser,16-Nov-00,11
1741,Another Guy on Phone,Is this the Krusty Krab?,,Is this the Krusty Krab?,02,05,Big Pink Loser,16-Nov-00,11
1742,Patrick, No! This is Patrick!  I'm not a Krusty Krab.,angry puts phone down and folds his arms,[angry] No! This is Patrick! [puts phone down and folds his arms] I'm not a Krusty Krab.,02,05,Big Pink Loser,16-Nov-00,11
1743,SpongeBob,"Uhh, Patrick, that's the name of the restaurant.",,"Uhh, Patrick, that's the name of the restaurant.",02,05,Big Pink Loser,16-Nov-00,11
1744,Patrick,Huh? Oh...Fishpaste!,,Huh? Oh...Fishpaste!,02,05,Big Pink Loser,16-Nov-00,11
1745,SpongeBob,It looks a little dusty around Table 3. How about you sweep it out? ,hands Patrick a broom,It looks a little dusty around Table 3. How about you sweep it out? [hands Patrick a broom],02,05,Big Pink Loser,16-Nov-00,11
1746,Patrick,What's the point? I can't do anything right.,,What's the point? I can't do anything right.,02,05,Big Pink Loser,16-Nov-00,11
1747,SpongeBob,You'll do fine. ,Patrick sweeps with the handle side of the broom instead of the head,You'll do fine. [Patrick sweeps with the handle side of the broom instead of the head],02,05,Big Pink Loser,16-Nov-00,11
1748,Nat, Hey pal. You just blow in from Stupidtown? ,approaches Patrick continues drinking,[approaches Patrick] Hey pal. You just blow in from Stupidtown? [continues drinking],02,05,Big Pink Loser,16-Nov-00,11
1749,SpongeBob,"Keep trying, Patrick.",,"Keep trying, Patrick.",02,05,Big Pink Loser,16-Nov-00,11
1750,Delivery Guy,I've got a load of awards for SpongeBob SquarePants. ,Patrick becomes furious and sweeps harder,I've got a load of awards for SpongeBob SquarePants. [Patrick becomes furious and sweeps harder],02,05,Big Pink Loser,16-Nov-00,11
1751,Patrick,Why can't I do anything right?! ,"bangs the head of the broom on the floor making dust rise all over the Krusty Krab's dining area, which makes the nearby customers start coughing","Why can't I do anything right?! [bangs the head of the broom on the floor making dust rise all over the Krusty Krab's dining area, which makes the nearby customers start coughing]",02,05,Big Pink Loser,16-Nov-00,11
1752,SpongeBob, Kitchen!,pushing Patrick,[pushing Patrick] Kitchen!,02,05,Big Pink Loser,16-Nov-00,11
1753,Patrick," I'm never gonna get an award, now.",throws the broom to the floor,"[throws the broom to the floor] I'm never gonna get an award, now.",02,05,Big Pink Loser,16-Nov-00,11
1754,SpongeBob,"Don't give up, Patrick. This time I've got something I know you can do. We're gonna open a jar.  Easy. Now you try. First get a jar.  Patrick, that's a pickle.",gets a jar and opens the lid Patrick gets out a pickle,"Don't give up, Patrick. This time I've got something I know you can do. We're gonna open a jar. [gets a jar and opens the lid] Easy. Now you try. First get a jar. [Patrick gets out a pickle] Patrick, that's a pickle.",02,05,Big Pink Loser,16-Nov-00,11
1755,Patrick,Yes.,,Yes.,02,05,Big Pink Loser,16-Nov-00,11
1756,SpongeBob,"You need a jar.  No.  No.  No. Try...this!  Now take the lid off the jar.  Just relax. Lift your hand.  Great! We're almost there. Now put it on the lid.  No, the lid.   Freeze!  Almost there. Now head for the lid.  Cold.  Warmer.  Warmer.  Warmer. You're hot. You're on fire!","Patrick picks up a spatula Patrick takes his pants off Patrick picks up SpongeBob gives Patrick a jar puts the lid in his mouth Patrick lifts his hand puts his hand on counter slides his hand to the corner of the counter Patrick tries for the lid over and over as SpongeBob keeps telling him ""the lid"", Patrick pants due to exhaustion; few seconds later, Patrick is almost there hand is on the side of the jar hand goes lower hand goes higher hand goes higher hand goes higher","You need a jar. [Patrick picks up a spatula] No. [Patrick takes his pants off] No. [Patrick picks up SpongeBob] No. Try...this! [gives Patrick a jar] Now take the lid off the jar. [puts the lid in his mouth] Just relax. Lift your hand. [Patrick lifts his hand] Great! We're almost there. Now put it on the lid. [puts his hand on counter] No, the lid. [slides his hand to the corner of the counter] [Patrick tries for the lid over and over as SpongeBob keeps telling him ""the lid"", Patrick pants due to exhaustion; few seconds later, Patrick is almost there] Freeze! [hand is on the side of the jar] Almost there. Now head for the lid. [hand goes lower] Cold. [hand goes higher] Warmer. [hand goes higher] Warmer. [hand goes higher] Warmer. You're hot. You're on fire!",02,05,Big Pink Loser,16-Nov-00,11
1757,SpongeBob,"Ok, ok. Wait, wait. Do exactly as I do.  Exactly as I do.  Exactly. Exactly. Exactly.",takes it off again takes it off again,"Ok, ok. Wait, wait. Do exactly as I do. [takes it off again] Exactly as I do. [takes it off again] Exactly. Exactly. Exactly.",02,05,Big Pink Loser,16-Nov-00,11
1758,SpongeBob,"No, no, Patrick, you did it!",,"No, no, Patrick, you did it!",02,05,Big Pink Loser,16-Nov-00,11
1759,SpongeBob,"That was great, Patrick! You really got the hang of it.",,"That was great, Patrick! You really got the hang of it.",02,05,Big Pink Loser,16-Nov-00,11
1760,Patrick,Yeah. Remember when I had my hand up? And I put it on the lid?,,Yeah. Remember when I had my hand up? And I put it on the lid?,02,05,Big Pink Loser,16-Nov-00,11
1761,SpongeBob,"That's creepy...but flattering! I'm ready, I'm ready, I'm ready...  Huh?",Patrick copies SpongeBob then SpongeBob stops,"That's creepy...but flattering! I'm ready, I'm ready, I'm ready... [Patrick copies SpongeBob then SpongeBob stops] Huh?",02,05,Big Pink Loser,16-Nov-00,11
1762,SpongeBob,"Well, back to the ol' grind.",,"Well, back to the ol' grind.",02,05,Big Pink Loser,16-Nov-00,11
1763,Patrick,"Well, back to the ol' grind.",,"Well, back to the ol' grind.",02,05,Big Pink Loser,16-Nov-00,11
1764,SpongeBob,Forget my hat.,,Forget my hat.,02,05,Big Pink Loser,16-Nov-00,11
1765,Patrick,"Uh, me, too.",,"Uh, me, too.",02,05,Big Pink Loser,16-Nov-00,11
1766,SpongeBob,,SpongeBob mops the floor then puts the mop up; Patrick mops the floor but he makes the floor wet; SpongeBob comes out with a handful of plates and slips and breaks them all; Patrick follows in SpongeBob's footsteps; SpongeBob glares at him,[SpongeBob mops the floor then puts the mop up; Patrick mops the floor but he makes the floor wet; SpongeBob comes out with a handful of plates and slips and breaks them all; Patrick follows in SpongeBob's footsteps; SpongeBob glares at him],02,05,Big Pink Loser,16-Nov-00,11
1767,SpongeBob and Patrick, Whew! ,"at the grill, frying patties, both whistle a tune, then stop, they both wipe their foreheads SpongeBob drops his spatula","[at the grill, frying patties, both whistle a tune, then stop, they both wipe their foreheads] Whew! [SpongeBob drops his spatula]",02,05,Big Pink Loser,16-Nov-00,11
1768,SpongeBob, Dropped my spatula. ,laughs bends down to pick it up,[laughs] Dropped my spatula. [bends down to pick it up],02,05,Big Pink Loser,16-Nov-00,11
1769,Patrick,"Uhh, me, too.  Ow!","drops spatula and bends down to pick it up; SpongeBob takes off his hat, then Patrick takes off his, they both put their hats back on, then they both put their hands on the grill; Patrick's hand burns after a few seconds","Uhh, me, too. [drops spatula and bends down to pick it up; SpongeBob takes off his hat, then Patrick takes off his, they both put their hats back on, then they both put their hands on the grill; Patrick's hand burns after a few seconds] Ow!",02,05,Big Pink Loser,16-Nov-00,11
1770,SpongeBob,Aha!  You're copying me!,shows the fake hand,Aha! [shows the fake hand] You're copying me!,02,05,Big Pink Loser,16-Nov-00,11
1771,Patrick,Yes.,,Yes.,02,05,Big Pink Loser,16-Nov-00,11
1772,SpongeBob,Why are you doing that?,,Why are you doing that?,02,05,Big Pink Loser,16-Nov-00,11
1773,Patrick,So I can win an award like you.,,So I can win an award like you.,02,05,Big Pink Loser,16-Nov-00,11
1774,SpongeBob,"Well, it's annoying, so stop it!",,"Well, it's annoying, so stop it!",02,05,Big Pink Loser,16-Nov-00,11
1775,Patrick,Stop it. ,both imitate the others facial expressions,Stop it. [both imitate the others facial expressions],02,05,Big Pink Loser,16-Nov-00,11
1776,SpongeBob,"Say, you're good.",,"Say, you're good.",02,05,Big Pink Loser,16-Nov-00,11
1777,Patrick,Thanks.,,Thanks.,02,05,Big Pink Loser,16-Nov-00,11
1778,SpongeBob and Patrick,Ha! Darn.  Mary had a little lamb whose fleece was white as...pickle fish lips!  Sea weavle. Gorgy smorgy.,"both look at each other with suspicion, while rubbing their chins both cover their mouths","Ha! Darn. [both look at each other with suspicion, while rubbing their chins] Mary had a little lamb whose fleece was white as...pickle fish lips! [both cover their mouths] Sea weavle. Gorgy smorgy.",02,05,Big Pink Loser,16-Nov-00,11
1779,SpongeBob, At least I'm safe inside my mind.,in his head,[in his head] At least I'm safe inside my mind.,02,05,Big Pink Loser,16-Nov-00,11
1780,Patrick, At least I'm safe inside my mind.,in his head,[in his head] At least I'm safe inside my mind.,02,05,Big Pink Loser,16-Nov-00,11
1781,SpongeBob and Patrick,,screaming,[screaming],02,05,Big Pink Loser,16-Nov-00,11
1782,SpongeBob, Stop copying me!,he and Patrick run out of the Krusty Krab,[he and Patrick run out of the Krusty Krab] Stop copying me!,02,05,Big Pink Loser,16-Nov-00,11
1783,Patrick,There's no award for that!,,There's no award for that!,02,05,Big Pink Loser,16-Nov-00,11
1784,Squidward," Well, I guess it's safe to go in now. ","leaning against the Krusty Krab sign pole, reading a newspaper, a Krusty Krab hat falls near him puts hat back on and walks back in","[leaning against the Krusty Krab sign pole, reading a newspaper, a Krusty Krab hat falls near him] Well, I guess it's safe to go in now. [puts hat back on and walks back in]",02,05,Big Pink Loser,16-Nov-00,11
1785,SpongeBob," Patrick, how long are you gonna keep this up?",he and Patrick are still running,"[he and Patrick are still running] Patrick, how long are you gonna keep this up?",02,05,Big Pink Loser,16-Nov-00,11
1786,Patrick,Until I have as many awards as you.,,Until I have as many awards as you.,02,05,Big Pink Loser,16-Nov-00,11
1787,SpongeBob,We'll see about that!,,We'll see about that!,02,05,Big Pink Loser,16-Nov-00,11
1788,Patrick,"No, we won't.",,"No, we won't.",02,05,Big Pink Loser,16-Nov-00,11
1789,SpongeBob, I'm the jump-rope champion of Bikini Bottom.,takes out a jump-rope,[takes out a jump-rope] I'm the jump-rope champion of Bikini Bottom.,02,05,Big Pink Loser,16-Nov-00,11
1790,Patrick,"Me, too. ",takes out a jump-rope,"Me, too. [takes out a jump-rope]",02,05,Big Pink Loser,16-Nov-00,11
1791,SpongeBob,"Oh, yeah? I call this one: The Slice N' Dice.  Ha! Not a scratch on me. ",crosses arms and jump-ropes while Patrick tries to imitate but ties himself up with his rope body breaks down into pieces,"Oh, yeah? I call this one: The Slice N' Dice. [crosses arms and jump-ropes while Patrick tries to imitate but ties himself up with his rope] Ha! Not a scratch on me. [body breaks down into pieces]",02,05,Big Pink Loser,16-Nov-00,11
1792,Patrick,"Oh, no, you don't! ","squeezes the rope on himself breaking his body down into smaller pieces, then both hit a hammer on their heads","Oh, no, you don't! [squeezes the rope on himself breaking his body down into smaller pieces, then both hit a hammer on their heads]",02,05,Big Pink Loser,16-Nov-00,11
1793,SpongeBob,"Not much fun being me, now, huh, Patrick?",,"Not much fun being me, now, huh, Patrick?",02,05,Big Pink Loser,16-Nov-00,11
1794,Patrick,Are you kidding? I used to do this way before I started copying you. ,"SpongeBob stops hammering his head but Patrick does not notice; Patrick hits himself faster and too hard, he stops and gets dizzy, trophies appear and spin around his head, and falls on the ground; SpongeBob runs into Patrick's rock painted as SpongeBob's house; SpongeBob gets angry and steam comes out of his head","Are you kidding? I used to do this way before I started copying you. [SpongeBob stops hammering his head but Patrick does not notice; Patrick hits himself faster and too hard, he stops and gets dizzy, trophies appear and spin around his head, and falls on the ground; SpongeBob runs into Patrick's rock painted as SpongeBob's house; SpongeBob gets angry and steam comes out of his head]",02,05,Big Pink Loser,16-Nov-00,11
1795,Patrick,My turn! ,runs into the pineapple rock,My turn! [runs into the pineapple rock],02,05,Big Pink Loser,16-Nov-00,11
1796,SpongeBob," I wish I had the old Patrick back, but he just wants to be like me.  Hi, I'm Patrick Star. I'm the laziest, pinkest starfish in Bikini Bottom and I wish I were me and not SpongeBob.",runs into his house pushes his nose into his face and comes out of his house dressed in Patrick's normal outfit,"[runs into his house] I wish I had the old Patrick back, but he just wants to be like me. [pushes his nose into his face and comes out of his house dressed in Patrick's normal outfit] Hi, I'm Patrick Star. I'm the laziest, pinkest starfish in Bikini Bottom and I wish I were me and not SpongeBob.",02,05,Big Pink Loser,16-Nov-00,11
1797,Patrick,What's so great about being a big pink loser?  Exactly. I was never closer to an award then the minute I started copying you.,SpongeBob's nose pops back out,What's so great about being a big pink loser? [SpongeBob's nose pops back out] Exactly. I was never closer to an award then the minute I started copying you.,02,05,Big Pink Loser,16-Nov-00,11
1798,SpongeBob,"But, Patrick...",,"But, Patrick...",02,05,Big Pink Loser,16-Nov-00,11
1799,Patrick,Patrick's not here!,,Patrick's not here!,02,05,Big Pink Loser,16-Nov-00,11
1800,Delivery Guy, Trophy delivery! ,stops in front of SpongeBob and Patrick in truck he drives off and SpongeBob has a package in his mouth,[stops in front of SpongeBob and Patrick in truck] Trophy delivery! [he drives off and SpongeBob has a package in his mouth],02,05,Big Pink Loser,16-Nov-00,11
1801,SpongeBob,Another trophy?,,Another trophy?,02,05,Big Pink Loser,16-Nov-00,11
1802,Patrick," Oh, great!  What's it for THIS time?",sarcastically SpongeBob opens the package,"[sarcastically] Oh, great! [SpongeBob opens the package] What's it for THIS time?",02,05,Big Pink Loser,16-Nov-00,11
1803,SpongeBob,'For Doing Absolutely Nothing Longer Than Anyone Else'. Patrick! This trophy's for you!,,'For Doing Absolutely Nothing Longer Than Anyone Else'. Patrick! This trophy's for you!,02,05,Big Pink Loser,16-Nov-00,11
1804,Patrick,Yay!  Eee! ,puts trophy on his head like a hat both rip off their present outfits to reveal their own normal outfits,Yay! [puts trophy on his head like a hat] Eee! [both rip off their present outfits to reveal their own normal outfits],02,05,Big Pink Loser,16-Nov-00,11
1805,SpongeBob,"So, what are you gonna do, now?",,"So, what are you gonna do, now?",02,05,Big Pink Loser,16-Nov-00,11
1806,Patrick,I'm gonna go protect my title. ,"jumps on his rock and falls asleep, the rock closes","I'm gonna go protect my title. [jumps on his rock and falls asleep, the rock closes]",02,05,Big Pink Loser,16-Nov-00,11
1807,Narrator,"So you thought I was kidding, huh? No, in Bikini Bottom, excellence can be found, even under a rock.",,"So you thought I was kidding, huh? No, in Bikini Bottom, excellence can be found, even under a rock.",02,05,Big Pink Loser,16-Nov-00,11
7869,Mr. Krabs,"Attention! Attention! All Krusty Krew employees, attention!  Get the anchors out of your pants and report to me office!  That will be all.  I have an important announcement to make.","Mr. Krabs is standing next to them, speaking into a megaphone pause Squidward and SpongeBob follow Mr. Krabs into his office and sit down","Attention! Attention! All Krusty Krew employees, attention! [Mr. Krabs is standing next to them, speaking into a megaphone] Get the anchors out of your pants and report to me office! [pause] That will be all. [Squidward and SpongeBob follow Mr. Krabs into his office and sit down] I have an important announcement to make.",02,02,Bossy Boots,20-Oct-00,11
7870,SpongeBob,Woo! Hooray!  The new spatulas are here!,SpongeBob jumps up on top of the chair and twirls it around,Woo! Hooray! [SpongeBob jumps up on top of the chair and twirls it around] The new spatulas are here!,02,02,Bossy Boots,20-Oct-00,11
7871,Mr. Krabs,"Sit down, boy! There's no new spatulers!",,"Sit down, boy! There's no new spatulers!",02,02,Bossy Boots,20-Oct-00,11
7872,Squidward, How disappointing.,sarcastically,[sarcastically] How disappointing.,02,02,Bossy Boots,20-Oct-00,11
7873,Mr. Krabs,"You may know me daughter Pearl. She's growing up fast.  It seems like it was just yesterday I was teaching her how to breach. Me mammalian angel. Oh...  Anyway, uh, so she's going to be working here during her summer vacation. She's got a lot of fresh ideas to bring in some hungry customers! ",he looks at a picture of Pearl and Mr. Krabs in swim attire jumping up from the water puts the picture back on the wall a bell rings,"You may know me daughter Pearl. She's growing up fast. [he looks at a picture of Pearl and Mr. Krabs in swim attire jumping up from the water] It seems like it was just yesterday I was teaching her how to breach. Me mammalian angel. Oh... [puts the picture back on the wall] Anyway, uh, so she's going to be working here during her summer vacation. She's got a lot of fresh ideas to bring in some hungry customers! [a bell rings]",02,02,Bossy Boots,20-Oct-00,11
7874,Pearl, Hello? Daddy?,off-screen,[off-screen] Hello? Daddy?,02,02,Bossy Boots,20-Oct-00,11
7875,Mr. Krabs,Thar she blows! ,Mr. Krabs leaves the room,Thar she blows! [Mr. Krabs leaves the room],02,02,Bossy Boots,20-Oct-00,11
7876,Squidward,"SpongeBob, do you realize what this means?",,"SpongeBob, do you realize what this means?",02,02,Bossy Boots,20-Oct-00,11
7877,SpongeBob,No new spatulas?,,No new spatulas?,02,02,Bossy Boots,20-Oct-00,11
7878,Squidward,"No! It means some bratty teenager's coming in here to tell us what to do. We can't have that! We have seniority, right?",,"No! It means some bratty teenager's coming in here to tell us what to do. We can't have that! We have seniority, right?",02,02,Bossy Boots,20-Oct-00,11
7879,SpongeBob,Right! ,SpongeBob and Squidward shake hands,Right! [SpongeBob and Squidward shake hands],02,02,Bossy Boots,20-Oct-00,11
7880,Squidward,"So, we'll work together to protect our pathetic positions.",,"So, we'll work together to protect our pathetic positions.",02,02,Bossy Boots,20-Oct-00,11
7881,SpongeBob,"Okey-dokey, Squidward. And then we'll get those new spatulas!",,"Okey-dokey, Squidward. And then we'll get those new spatulas!",02,02,Bossy Boots,20-Oct-00,11
7882,Mr. Krabs," All right, men.  Say hello to me Pearl.",Mr. Krabs' head pokes into the office SpongeBob and Squidward walk out of the office,"[Mr. Krabs' head pokes into the office] All right, men. [SpongeBob and Squidward walk out of the office] Say hello to me Pearl.",02,02,Bossy Boots,20-Oct-00,11
7883,SpongeBob,"Hello, pole. ",SpongeBob hugs one of the giant pillars,"Hello, pole. [SpongeBob hugs one of the giant pillars]",02,02,Bossy Boots,20-Oct-00,11
7884,Pearl," Hi, guys.",holding a box,"[holding a box] Hi, guys.",02,02,Bossy Boots,20-Oct-00,11
7885,Mr. Krabs,It makes me jolly as a roger to have you finally aboard the family business!,,It makes me jolly as a roger to have you finally aboard the family business!,02,02,Bossy Boots,20-Oct-00,11
7886,Pearl,"Great, dad, because I have so many new ideas.",,"Great, dad, because I have so many new ideas.",02,02,Bossy Boots,20-Oct-00,11
7887,Mr. Krabs, I can smell the money already! I'll be in me office if you need me! ,Mr. Krabs sniffs the air and his eyes conjoin to make a dollar sign shape walks off,[Mr. Krabs sniffs the air and his eyes conjoin to make a dollar sign shape] I can smell the money already! I'll be in me office if you need me! [walks off],02,02,Bossy Boots,20-Oct-00,11
7888,SpongeBob,What's in the box?,,What's in the box?,02,02,Bossy Boots,20-Oct-00,11
7889,Pearl,It's a surprise.,,It's a surprise.,02,02,Bossy Boots,20-Oct-00,11
7890,SpongeBob,I like surprises.,,I like surprises.,02,02,Bossy Boots,20-Oct-00,11
7891,Pearl,"Great, then close your eyes.",,"Great, then close your eyes.",02,02,Bossy Boots,20-Oct-00,11
