id,speaker,speech,context,raw-dialouge,season,episode,title,airdate,runtime
1084,Barnacle Boy,"Hey, who are those guys?",,"Hey, who are those guys?",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1085,Mermaid Man,"Uhh, are they here to fix the TV?",,"Uhh, are they here to fix the TV?",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1086,Barnacle Boy,What do you want?,,What do you want?,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1087,SpongeBob,Are you Mermaid Man and Barnacle Boy?,,Are you Mermaid Man and Barnacle Boy?,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1088,Barnacle Boy,"Well, we used to be. But now we're retired.",,"Well, we used to be. But now we're retired.",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1089,SpongeBob, But you can't retire. There's evil afoot!,shocked,[shocked] But you can't retire. There's evil afoot!,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1090,Mermaid Man,Wha?! Evil! EEEEEEEEEEVIIIIIILLLL!!!  Barnacle Boy! Come quick! I've got the evil!,hanging on a coral pot,Wha?! Evil! EEEEEEEEEEVIIIIIILLLL!!! [hanging on a coral pot] Barnacle Boy! Come quick! I've got the evil!,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1091,SpongeBob,"All I said was, ""there's evil afoot.""",,"All I said was, ""there's evil afoot.""",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1092,Mermaid Man,EVIL! EVIL! E...,,EVIL! EVIL! E...,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1093,Barnacle Boy,Would you please stop saying that?,,Would you please stop saying that?,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1094,Mermaid Man," EVIL! Evil, evil, evil, evil, evil!  Death raaaaay! ","hanging on a water fountain water squirts at him the manager comes, grabs SpongeBob and Patrick and throws them out","[hanging on a water fountain] EVIL! Evil, evil, evil, evil, evil! [water squirts at him] Death raaaaay! [the manager comes, grabs SpongeBob and Patrick and throws them out]",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1095,SpongeBob,"Wow, Mermaid Man and Barnacle Boy.",,"Wow, Mermaid Man and Barnacle Boy.",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1096,Patrick,It's too bad they're old.,,It's too bad they're old.,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1097,SpongeBob,"What do you mean, Patrick? Old people are the greatest. They're full of wisdom and experience.  The world needs Mermaid Man and Barnacle Boy. Someone, somewhere, is in trouble, and I won't rest until Mermaid Man and Barnacle Boy are out of retirement! ",real life captain gives a thumbs up and triumphant music plays fireworks appear,"What do you mean, Patrick? Old people are the greatest. They're full of wisdom and experience. [real life captain gives a thumbs up and triumphant music plays] The world needs Mermaid Man and Barnacle Boy. Someone, somewhere, is in trouble, and I won't rest until Mermaid Man and Barnacle Boy are out of retirement! [fireworks appear]",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1098,Patrick,Oohhh! Pretty lights!,,Oohhh! Pretty lights!,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1099,Mermaid Man,To the meatloaf!  To the broccoli!  Make sure you give extra broccoli to my young ward. The boy needs his vitamins.,Receives a slice of meatloaf into his bowl Receives some broccoli into his bowl. Mermaid Man looks at the cafeterian.,To the meatloaf! [Receives a slice of meatloaf into his bowl] To the broccoli! [Receives some broccoli into his bowl. Mermaid Man looks at the cafeterian.] Make sure you give extra broccoli to my young ward. The boy needs his vitamins.,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1100,Cafeterian,"Here you go, son. Haha.",,"Here you go, son. Haha.",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1101,Mermaid Man,"To the table, awaaaay!",,"To the table, awaaaay!",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1102,Barnacle Boy,Careful! Don't run!,,Careful! Don't run!,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1103,SpongeBob,"Hey, Mermaid Man.",,"Hey, Mermaid Man.",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1104,Mermaid Man,"Uh, here comes the TV repairman.",,"Uh, here comes the TV repairman.",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1105,Barnacle Boy,What do you want from us?,,What do you want from us?,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1106,SpongeBob,Hold on. Just let me look at ya.,,Hold on. Just let me look at ya.,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1107,Mermaid Man,"Stay alert, Barnacle Boy. He... he's up to something.",,"Stay alert, Barnacle Boy. He... he's up to something.",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1108,Barnacle Boy,"Will you cut... will you stop calling me ""boy""?",,"Will you cut... will you stop calling me ""boy""?",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1109,SpongeBob,Do you remember the time the food supply in Atlantis was running low? So you invented a ray gun that makes things grow six times their size to shoot at the kelp gardens. But then the evil Man Ray swoops down and swipes the gun away and shoots all the algae.  And he globs onto the undersea dome.  And he starts sucking on the glass. ,jumps onto one of the cafeteria tables where somebody is eating puts his mouth on the table an old fish moves his oatmeal away from SpongeBob in disgust,Do you remember the time the food supply in Atlantis was running low? So you invented a ray gun that makes things grow six times their size to shoot at the kelp gardens. But then the evil Man Ray swoops down and swipes the gun away and shoots all the algae. [jumps onto one of the cafeteria tables where somebody is eating] And he globs onto the undersea dome. [puts his mouth on the table] And he starts sucking on the glass. [an old fish moves his oatmeal away from SpongeBob in disgust],01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1110,Barnacle Boy,"What's your point, kid?",,"What's your point, kid?",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1111,SpongeBob,"You guys are the greatest heroes of all time, and I think you should come out of retirement.",,"You guys are the greatest heroes of all time, and I think you should come out of retirement.",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1112,Mermaid Man,"Listen up, you villains. I wanna eat my meatloaf. If you don't get out of here, then by the power invested in me, I now pronounce you man and wife.",,"Listen up, you villains. I wanna eat my meatloaf. If you don't get out of here, then by the power invested in me, I now pronounce you man and wife.",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1113,Manager, What is going on in here?!,enters the cafeteria,[enters the cafeteria] What is going on in here?!,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1114,Mermaid Man, You may kiss the bride! ,"points to SpongeBob, who stops smiling SpongeBob gets kicked out and rolls home","[points to SpongeBob, who stops smiling] You may kiss the bride! [SpongeBob gets kicked out and rolls home]",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1115,Patrick,Did you re-unite our heroes?,,Did you re-unite our heroes?,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1116,SpongeBob,"No, but I'm married. ",Back at the retirement home,"No, but I'm married. [Back at the retirement home]",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1117,Mermaid Man," Up, up, and awaaaay. Up, up, and awaaaay.",he and Barnacle Boy are in rocking chairs,"[he and Barnacle Boy are in rocking chairs] Up, up, and awaaaay. Up, up, and awaaaay.",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1118,SpongeBob," Oh, myah. This purse is so big and heavy.",dressed up as a woman and speaking in a Southern accent,"[dressed up as a woman and speaking in a Southern accent] Oh, myah. This purse is so big and heavy.",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1119,Patrick," Hold it right there, ma'am. I'll be taking that! ",dressed up as a robber grabs SpongeBob's purse,"[dressed up as a robber] Hold it right there, ma'am. I'll be taking that! [grabs SpongeBob's purse]",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1120,SpongeBob,AHHHH! Hay-lp! Hay-lp! Hay-lp! ,Barnacle Boy stomps over to him,AHHHH! Hay-lp! Hay-lp! Hay-lp! [Barnacle Boy stomps over to him],01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1121,Patrick, It's working!,peaking from a building,[peaking from a building] It's working!,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1122,SpongeBob," Wha, are you here to rescue little ol' me?",to Barnacle Boy,"[to Barnacle Boy] Wha, are you here to rescue little ol' me?",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1123,Barnacle Boy, Pipe down! You could wake Mermaid Man and he's ornery when his nap is disturbed.,"yells at SpongeBob, ruining his makeup","[yells at SpongeBob, ruining his makeup] Pipe down! You could wake Mermaid Man and he's ornery when his nap is disturbed.",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1124,SpongeBob," Ever alert, Mermaid Man has trained himself to sleep with his eyes open!","approaches Mermaid Man, who is sleeping with his eyes open","[approaches Mermaid Man, who is sleeping with his eyes open] Ever alert, Mermaid Man has trained himself to sleep with his eyes open!",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1125,Barnacle Boy,"Confound it, get away from him!",,"Confound it, get away from him!",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1126,Mermaid Man, STOP SHOUTIN'! I'M NAPPIN!,wakes up,[wakes up] STOP SHOUTIN'! I'M NAPPIN!,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1127,Barnacle Boy," It's not me, you ol' coot!",close up to his face,"[close up to his face] It's not me, you ol' coot!",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1128,Retired Elderly #1,Yes.,,Yes.,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1129,Retired Elderly #2,That's me.,,That's me.,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1130,Retired Elderly #3,I'm over here!,,I'm over here!,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1131,SpongeBob,"Excuse me, Mermaid Man.",,"Excuse me, Mermaid Man.",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1132,Mermaid Man,What do you want?,,What do you want?,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1133,Barnacle Boy,This better be good.,,This better be good.,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1134,SpongeBob,This'll cheer you up. We're almost done painting your invisible boatmobile! ,The invisible boatmobile is shown almost completely covered in black paint and we also see Patrick smiling while holding a paintbrush with black paint on it.,This'll cheer you up. We're almost done painting your invisible boatmobile! [The invisible boatmobile is shown almost completely covered in black paint and we also see Patrick smiling while holding a paintbrush with black paint on it.],01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1135,Barnacle Boy,GAH! It's supposed to be invisible! That's it! We gotta end our life of leisure. It's time to come out of retirement. There's evil afoot.,,GAH! It's supposed to be invisible! That's it! We gotta end our life of leisure. It's time to come out of retirement. There's evil afoot.,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1136,Mermaid Man,EVIL! ...Where is it!?,,EVIL! ...Where is it!?,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1137,Barnacle Boy,There it is!  You know what this means!? ,points at SpongeBob and Patrick opens up a box with shiny rings,There it is! [points at SpongeBob and Patrick] You know what this means!? [opens up a box with shiny rings],01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1138,Mermaid Man,Donuts!,,Donuts!,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1139,Barnacle Boy,"Oh, brother.",,"Oh, brother.",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1140,Barnacle Boy,Say the oath.,,Say the oath.,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1141,Mermaid Man," Mermaid Man and Barnacle Boy, unite!  Throw a waterball at 'em!",in his young voice unite sequence succeeds while their rings are united together,"[in his young voice] Mermaid Man and Barnacle Boy, unite! [unite sequence succeeds while their rings are united together] Throw a waterball at 'em!",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1142,SpongeBob and Patrick,Waterballs! Waterballs! ,"Barnacle Boy throws a waterball at SpongeBob, but nothing happens","Waterballs! Waterballs! [Barnacle Boy throws a waterball at SpongeBob, but nothing happens]",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1143,Patrick,Hehehehehe...,,Hehehehehe...,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1144,Barnacle Boy,"Mumbling morays. It's not working, Mermaid Man.",,"Mumbling morays. It's not working, Mermaid Man.",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1145,Mermaid Man,He-he's-he's absorbing it like some kind of evil sponge!,,He-he's-he's absorbing it like some kind of evil sponge!,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1146,Mermaid Man and Barnacle Boy,Dogpaddle away! ,they swim around SpongeBob and Patrick,Dogpaddle away! [they swim around SpongeBob and Patrick],01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1147,Patrick,It's the Raging Whirlpoo!. ,SpongeBob and Patrick cheer as the whirlpool consumes them,It's the Raging Whirlpoo!. [SpongeBob and Patrick cheer as the whirlpool consumes them],01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1148,Mermaid Man,Those fiends. They're actually enjoying it.,,Those fiends. They're actually enjoying it.,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1149,SpongeBob and Patrick,Do it again! Do it again! Do it again!,,Do it again! Do it again! Do it again!,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1150,Barnacle Boy,"Now what, Mermaid Man? We need help!",,"Now what, Mermaid Man? We need help!",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1151,Mermaid Man and Barnacle Boy,"Sea creatures, unite! ","they summon the sea creatures, but they are retired, so they come slowly","Sea creatures, unite! [they summon the sea creatures, but they are retired, so they come slowly]",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1152,Barnacle Boy,"Hmm, the creatures of the deep seem to have lost some of their luster.",,"Hmm, the creatures of the deep seem to have lost some of their luster.",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1153,Mermaid Man,Sea creatures! ATTACK!!!,,Sea creatures! ATTACK!!!,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1154,SpongeBob,"Pinch me, I must be dreaming.  Mission accomplished, Patrick!","sea creatures, now carrying torches and pitchforks, pick up SpongeBob and Patrick","Pinch me, I must be dreaming. [sea creatures, now carrying torches and pitchforks, pick up SpongeBob and Patrick] Mission accomplished, Patrick!",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1155,Patrick,"Yeah, we did it! ",sea creatures throw them out,"Yeah, we did it! [sea creatures throw them out]",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1156,Mermaid Man,"I did it. I feel five years younger. Oh, it's good to be back!",,"I did it. I feel five years younger. Oh, it's good to be back!",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1157,Barnacle Boy,"We did it, you ol' coot. ",they shake hands,"We did it, you ol' coot. [they shake hands]",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1158,Mermaid Man, Who are you? ,confused Barnacle Boy becomes annoyed,[confused] Who are you? [Barnacle Boy becomes annoyed],01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1159,TV Announcer,The New Adventures of Mermaid Man and Barnacle Boy! We join our heroes locked in a battle of wits. ,Mermaid Man and Barnacle Boy play checkers.,The New Adventures of Mermaid Man and Barnacle Boy! We join our heroes locked in a battle of wits. [Mermaid Man and Barnacle Boy play checkers.],01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1160,Mermaid Man,"It's the Aquaphone!  What is it, Chief? Uhh, hello? Hello? Hello?!  The phone is still broken. Remind me to g-get that fixed. ","he holds the phone upside down Hangs up phone. ""HANG UP!"" appears ""SIT!"" appears","It's the Aquaphone! [he holds the phone upside down] What is it, Chief? Uhh, hello? Hello? Hello?! [Hangs up phone. ""HANG UP!"" appears] The phone is still broken. Remind me to g-get that fixed. [""SIT!"" appears]",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1161,Barnacle Boy,Remind you of what?,,Remind you of what?,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1162,Mermaid Man,Remind me of what?,,Remind me of what?,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1163,TV Announcer,Will our heroes ever get their phone fixed? Tune in next week and find out.,,Will our heroes ever get their phone fixed? Tune in next week and find out.,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1164,SpongeBob,Wow. That was even better than the old show.,,Wow. That was even better than the old show.,01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
1165,Patrick,It's all thanks to you. ,"SpongeBob gives us a thumbs-up and winks; ""WINK!"" appears","It's all thanks to you. [SpongeBob gives us a thumbs-up and winks; ""WINK!"" appears]",01,12,Mermaid Man and Barnacle Boy,21-Aug-99,10
2850,Mr. Krabs,"SpongeBob? SpongeBob!  Wake up, boy! You're burning me money! ",the grill is on fire SpongeBob wakes up from his dream and screams. Then runs behind Mr. Krabs,"SpongeBob? SpongeBob! [the grill is on fire] Wake up, boy! You're burning me money! [SpongeBob wakes up from his dream and screams. Then runs behind Mr. Krabs]",01,18,Nature Pants,11-Sep-99,10
2851,SpongeBob,"Mr. Krabs, what do we do?",,"Mr. Krabs, what do we do?",01,18,Nature Pants,11-Sep-99,10
2852,Mr. Krabs,"Here, use this! ","Hands SpongeBob a fire extinguisher. SpongeBob throws it at the grill and sets the fire larger than before. Mr. Krab looks at SpongeBob for his stupidity, as he realizes his error. SpongeBob then tries to blow on the fire to put it out until a fireman comes into the kitchen with a hose and sprays SpongeBob with the water. SpongeBob enlarges and falls backwards, which puts out the fire","Here, use this! [Hands SpongeBob a fire extinguisher. SpongeBob throws it at the grill and sets the fire larger than before. Mr. Krab looks at SpongeBob for his stupidity, as he realizes his error. SpongeBob then tries to blow on the fire to put it out until a fireman comes into the kitchen with a hose and sprays SpongeBob with the water. SpongeBob enlarges and falls backwards, which puts out the fire]",01,18,Nature Pants,11-Sep-99,10
2853,Mr. Krabs and Fireman,Hooray! ,SpongeBob shrinks and burns into a black sponge while Mr. Krabs scrapes him off the grill and on to a spatula,Hooray! [SpongeBob shrinks and burns into a black sponge while Mr. Krabs scrapes him off the grill and on to a spatula],01,18,Nature Pants,11-Sep-99,10
2854,Mr. Krabs,"SpongeBob, come into me office.  What's wrong, boy?",in Mr. Krabs office,"SpongeBob, come into me office. [in Mr. Krabs office] What's wrong, boy?",01,18,Nature Pants,11-Sep-99,10
2855,SpongeBob,"Well, I.",,"Well, I.",01,18,Nature Pants,11-Sep-99,10
2856,Mr. Krabs,This is the fourth time this week I've had to scrape you off of something.,,This is the fourth time this week I've had to scrape you off of something.,01,18,Nature Pants,11-Sep-99,10
2857,SpongeBob,"Well, I've been thinking.",,"Well, I've been thinking.",01,18,Nature Pants,11-Sep-99,10
2858,Mr. Krabs,We need to get you thinking about work. ,stretches his eyes out,We need to get you thinking about work. [stretches his eyes out],01,18,Nature Pants,11-Sep-99,10
2859,SpongeBob,"No offense, Mr. Krabs, but I've been thinking about giving up my cold industrial life in favor of a more natural and free life among the jellyfish. ",Mr. Krabs laughs,"No offense, Mr. Krabs, but I've been thinking about giving up my cold industrial life in favor of a more natural and free life among the jellyfish. [Mr. Krabs laughs]",01,18,Nature Pants,11-Sep-99,10
2860,Mr. Krabs,"Ah, SpongeBob, you wouldn't last even one day in the wild. This is your natural habitat.  This is your wide open range.  These are your amber waves.  And thisoh, this is your golden scepter, with which you rule! That's better than nasty old jellyfish, right, SpongeBob?  SpongeBob?",shows kitchen shows grill shows greasy fryers picks up a spatula from the sink SpongeBob's gone,"Ah, SpongeBob, you wouldn't last even one day in the wild. This is your natural habitat. [shows kitchen] This is your wide open range. [shows grill] These are your amber waves. [shows greasy fryers] And this[picks up a spatula from the sink]oh, this is your golden scepter, with which you rule! That's better than nasty old jellyfish, right, SpongeBob? [SpongeBob's gone] SpongeBob?",01,18,Nature Pants,11-Sep-99,10
2861,SpongeBob," I can too last more than one day. I'll show him. Aw, barnacles! ",walks out the Krusty Krab throws his hat on the ground,"[walks out the Krusty Krab] I can too last more than one day. I'll show him. Aw, barnacles! [throws his hat on the ground]",01,18,Nature Pants,11-Sep-99,10
2862,Mr. Krabs," SpongeBob, wait!  Oh, he'll be back, alright. He'll be back. ",opens doors sees SpongeBob's hat on the ground and screams SpongeBob is now giving his stuff away to his friends,"[opens doors] SpongeBob, wait! [sees SpongeBob's hat on the ground and screams] Oh, he'll be back, alright. He'll be back. [SpongeBob is now giving his stuff away to his friends]",01,18,Nature Pants,11-Sep-99,10
