id,speaker,speech,context,raw-dialouge,season,episode,title,airdate,runtime
23,Mr. Krabs,Find anything special lately?,,Find anything special lately?,06,05,Penny Foolish,7-Mar-08,10
24,SpongeBob,Yae-yes!,,Yae-yes!,06,05,Penny Foolish,7-Mar-08,10
25,Mr. Krabs,Really?,,Really?,06,05,Penny Foolish,7-Mar-08,10
26,SpongeBob,Yup!,,Yup!,06,05,Penny Foolish,7-Mar-08,10
27,Mr. Krabs,"And you want to share it with your old uncle Krabs, don't you, boy?",,"And you want to share it with your old uncle Krabs, don't you, boy?",06,05,Penny Foolish,7-Mar-08,10
28,SpongeBob,Of course!,,Of course!,06,05,Penny Foolish,7-Mar-08,10
29,Mr. Krabs,"Great! Well, share it with me!",,"Great! Well, share it with me!",06,05,Penny Foolish,7-Mar-08,10
30,SpongeBob," I already am sharing it with you, Mr. Krabs.",laughs,"[laughs] I already am sharing it with you, Mr. Krabs.",06,05,Penny Foolish,7-Mar-08,10
31,Mr. Krabs,Wha.. What?,,Wha.. What?,06,05,Penny Foolish,7-Mar-08,10
32,SpongeBob,"The thing I found was a bright, shiny, new... day! Well, I'll be in the kitchen if you need me.  Good morning, Squidward!",talking to Squidward,"The thing I found was a bright, shiny, new... day! Well, I'll be in the kitchen if you need me. [talking to Squidward] Good morning, Squidward!",06,05,Penny Foolish,7-Mar-08,10
33,Squidward,Don't talk to me.,,Don't talk to me.,06,05,Penny Foolish,7-Mar-08,10
34,SpongeBob,Mr. Krabs seems to be in a good mood today.,,Mr. Krabs seems to be in a good mood today.,06,05,Penny Foolish,7-Mar-08,10
35,Squidward,That counts as talking. ,"SpongeBob walks into the kitchen, and Mr. Krabs is in there","That counts as talking. [SpongeBob walks into the kitchen, and Mr. Krabs is in there]",06,05,Penny Foolish,7-Mar-08,10
36,SpongeBob,"Whoa! Hello again, Mr. Krabs.",,"Whoa! Hello again, Mr. Krabs.",06,05,Penny Foolish,7-Mar-08,10
37,Mr. Krabs,"Hello, SpongeBob.",,"Hello, SpongeBob.",06,05,Penny Foolish,7-Mar-08,10
38,SpongeBob,What can I do you for?,,What can I do you for?,06,05,Penny Foolish,7-Mar-08,10
39,Mr. Krabs,Can I borrow a penny?,,Can I borrow a penny?,06,05,Penny Foolish,7-Mar-08,10
40,SpongeBob,"A penny? Sure.  Hmm, sorry. All out of pennies right now.",checks his pocket,"A penny? Sure. [checks his pocket] Hmm, sorry. All out of pennies right now.",06,05,Penny Foolish,7-Mar-08,10
41,Mr. Krabs,But did you check all your pockets?,,But did you check all your pockets?,06,05,Penny Foolish,7-Mar-08,10
42,SpongeBob,"Well, I thought I did.",,"Well, I thought I did.",06,05,Penny Foolish,7-Mar-08,10
43,Mr. Krabs,Front pockets? ,SpongeBob checks,Front pockets? [SpongeBob checks],06,05,Penny Foolish,7-Mar-08,10
44,SpongeBob,"Hmm, no.",,"Hmm, no.",06,05,Penny Foolish,7-Mar-08,10
45,Mr. Krabs,Back? ,SpongeBob checks,Back? [SpongeBob checks],06,05,Penny Foolish,7-Mar-08,10
46,SpongeBob,Hmm-mm.,,Hmm-mm.,06,05,Penny Foolish,7-Mar-08,10
47,Mr. Krabs,Shirt pockets? ,SpongeBob checks,Shirt pockets? [SpongeBob checks],06,05,Penny Foolish,7-Mar-08,10
48,SpongeBob,Nuh-uh.,,Nuh-uh.,06,05,Penny Foolish,7-Mar-08,10
49,Mr. Krabs,Shoe pockets?,,Shoe pockets?,06,05,Penny Foolish,7-Mar-08,10
50,SpongeBob," Shoe pockets. Oh, Mr. Krabs, that is just ridiculous.",laughs,"[laughs] Shoe pockets. Oh, Mr. Krabs, that is just ridiculous.",06,05,Penny Foolish,7-Mar-08,10
51,Mr. Krabs,It is?,,It is?,06,05,Penny Foolish,7-Mar-08,10
52,SpongeBob,"Well, I do have a tie pocket though.  No, not in there either.",SpongeBob checks,"Well, I do have a tie pocket though. [SpongeBob checks] No, not in there either.",06,05,Penny Foolish,7-Mar-08,10
53,Mr. Krabs,"Hey, maybe it fell in your sock.",,"Hey, maybe it fell in your sock.",06,05,Penny Foolish,7-Mar-08,10
54,SpongeBob,"Well, I...",,"Well, I...",06,05,Penny Foolish,7-Mar-08,10
55,Mr. Krabs,Did you check there?  Uhh?,"holds SpongeBob upside down, and shakes him, SpongeBob's brain falls out","Did you check there? [holds SpongeBob upside down, and shakes him, SpongeBob's brain falls out] Uhh?",06,05,Penny Foolish,7-Mar-08,10
56,SpongeBob,"Hey, look, it's my brain!  Hey, where's it going?  Ooh, there.  Aha!  Ugh!  Not so fast, little guy. There now. Yes, I know. Come here. ","brain grows legs and walks away brain walks through a crack brain crawls on Squidward, and SpongeBob and Mr. Krabs follow it, they find it under a barrel brain squirts liquid at him SpongeBob laughs. He grabs his brain brain crawls back into SpongeBob's head","Hey, look, it's my brain! [brain grows legs and walks away] Hey, where's it going? [brain walks through a crack] Ooh, there. [brain crawls on Squidward, and SpongeBob and Mr. Krabs follow it, they find it under a barrel] Aha! [brain squirts liquid at him] Ugh! [SpongeBob laughs. He grabs his brain] Not so fast, little guy. There now. Yes, I know. Come here. [brain crawls back into SpongeBob's head]",06,05,Penny Foolish,7-Mar-08,10
57,Mr. Krabs,Uhh?,,Uhh?,06,05,Penny Foolish,7-Mar-08,10
58,SpongeBob,"What's the matter, Mr. Krabs? Didn't you know I was a brain whisperer?",,"What's the matter, Mr. Krabs? Didn't you know I was a brain whisperer?",06,05,Penny Foolish,7-Mar-08,10
59,Mr. Krabs,"So, uhh, no penny, huh?",,"So, uhh, no penny, huh?",06,05,Penny Foolish,7-Mar-08,10
60,SpongeBob,Nope.,,Nope.,06,05,Penny Foolish,7-Mar-08,10
61,Mr. Krabs,Darn! ,"cuts to later when SpongeBob is mopping, and hears a noise","Darn! [cuts to later when SpongeBob is mopping, and hears a noise]",06,05,Penny Foolish,7-Mar-08,10
62,SpongeBob,"Squidward, these deafening construction sounds are preventing me from working.",,"Squidward, these deafening construction sounds are preventing me from working.",06,05,Penny Foolish,7-Mar-08,10
63,Squidward,"Me, too.",,"Me, too.",06,05,Penny Foolish,7-Mar-08,10
64,SpongeBob,Do you think we should walk out back to investigate?,,Do you think we should walk out back to investigate?,06,05,Penny Foolish,7-Mar-08,10
65,Squidward,Never. ,SpongeBob and Squidward are now walking out back,Never. [SpongeBob and Squidward are now walking out back],06,05,Penny Foolish,7-Mar-08,10
66,SpongeBob,The sounds are coming from back here. What the? ,a movie theater is being built,The sounds are coming from back here. What the? [a movie theater is being built],06,05,Penny Foolish,7-Mar-08,10
67,Mr. Krabs,Careful with those marquee ladders!,,Careful with those marquee ladders!,06,05,Penny Foolish,7-Mar-08,10
68,SpongeBob,"Hey, Mr. Krabs, you made your own movie theater!",,"Hey, Mr. Krabs, you made your own movie theater!",06,05,Penny Foolish,7-Mar-08,10
69,Mr. Krabs,"Yes, I did.",,"Yes, I did.",06,05,Penny Foolish,7-Mar-08,10
70,SpongeBob,Yay!,,Yay!,06,05,Penny Foolish,7-Mar-08,10
71,Mr. Krabs,"And you're just in time for the grand opening!  Step right up, folks, and witness a spellbinding tale chock full of adventure, and action, and thrills... ",pulls a lever that turns on the electricity on. Removes his construction hat and wears a magician hat Mr. Krabs is chirping like a dolphin as two fish walk up,"And you're just in time for the grand opening! [pulls a lever that turns on the electricity on. Removes his construction hat and wears a magician hat] Step right up, folks, and witness a spellbinding tale chock full of adventure, and action, and thrills... [Mr. Krabs is chirping like a dolphin as two fish walk up]",06,05,Penny Foolish,7-Mar-08,10
72,Frank,"You know, I'm not really hungry.",,"You know, I'm not really hungry.",06,05,Penny Foolish,7-Mar-08,10
73,Fred,"Yeah, let's go see what this fat guy is yelling about.",,"Yeah, let's go see what this fat guy is yelling about.",06,05,Penny Foolish,7-Mar-08,10
74,Mr. Krabs,...witness the terrifying challenges overcome by... by...,,...witness the terrifying challenges overcome by... by...,06,05,Penny Foolish,7-Mar-08,10
75,Fred,By who?,,By who?,06,05,Penny Foolish,7-Mar-08,10
76,Mr. Krabs,by a... by a plucky young sponge.,,by a... by a plucky young sponge.,06,05,Penny Foolish,7-Mar-08,10
77,SpongeBob,Just like me!,,Just like me!,06,05,Penny Foolish,7-Mar-08,10
78,Mr. Krabs,That's right! And the best part is: admission is only one penny!,,That's right! And the best part is: admission is only one penny!,06,05,Penny Foolish,7-Mar-08,10
79,Squidward,Does a movie like that even exist?,,Does a movie like that even exist?,06,05,Penny Foolish,7-Mar-08,10
80,Fred,"Yeah, does it?!",,"Yeah, does it?!",06,05,Penny Foolish,7-Mar-08,10
81,Mr. Krabs,"Uhh, well, actually, I was going to show you this flip book and...",,"Uhh, well, actually, I was going to show you this flip book and...",06,05,Penny Foolish,7-Mar-08,10
82,Squidward,A flip book?,,A flip book?,06,05,Penny Foolish,7-Mar-08,10
83,Fred,"Yeah, I don't even know what that is! ",everyone angrily walks away,"Yeah, I don't even know what that is! [everyone angrily walks away]",06,05,Penny Foolish,7-Mar-08,10
84,Mr. Krabs,"No, wait. Noooooooo!",,"No, wait. Noooooooo!",06,05,Penny Foolish,7-Mar-08,10
85,SpongeBob,"Mr. Krabs, can I see the movie now? Please?",,"Mr. Krabs, can I see the movie now? Please?",06,05,Penny Foolish,7-Mar-08,10
86,Mr. Krabs,"Of course you can, lad!  You just gotta give me one penny.",SpongeBob smiles,"Of course you can, lad! [SpongeBob smiles] You just gotta give me one penny.",06,05,Penny Foolish,7-Mar-08,10
87,SpongeBob,"But, but...",,"But, but...",06,05,Penny Foolish,7-Mar-08,10
88,Mr. Krabs,But what?,,But what?,06,05,Penny Foolish,7-Mar-08,10
89,SpongeBob,"But, I really don't have a penny.  Huh, that's too bad. I really wanted to see that movie.  Oh, well. ","Mr. Krabs screams, his eye twitches, then he drives a crane with a wrecking ball to demolish the theater. SpongeBob runs off. After demolishing the theater, a puff of smoke flies to Mr. Krabs and pops at his face. Cuts to night where SpongeBob is walking to the Krusty Krab enters the Krusty Krab Squidward is dressed like a waiter","But, I really don't have a penny. [Mr. Krabs screams, his eye twitches, then he drives a crane with a wrecking ball to demolish the theater. SpongeBob runs off. After demolishing the theater, a puff of smoke flies to Mr. Krabs and pops at his face. Cuts to night where SpongeBob is walking to the Krusty Krab] Huh, that's too bad. I really wanted to see that movie. [enters the Krusty Krab] Oh, well. [Squidward is dressed like a waiter]",06,05,Penny Foolish,7-Mar-08,10
90,Squidward,"Good evening,  and  welcome to the  Krusty Krab semi-annual charity night.",SpongeBob whistles Squidward looks at a piece of paper looks at paper,"Good evening, [SpongeBob whistles] and [Squidward looks at a piece of paper] welcome to the [looks at paper] Krusty Krab semi-annual charity night.",06,05,Penny Foolish,7-Mar-08,10
91,SpongeBob,Squidward? You look beautiful!,,Squidward? You look beautiful!,06,05,Penny Foolish,7-Mar-08,10
92,Squidward,Let me show you to your table.,,Let me show you to your table.,06,05,Penny Foolish,7-Mar-08,10
93,SpongeBob,My table? Fancy.  My very own name tag! ,"gasps lights turn off and Squidward sighs, as he shines a flash light on Mr. Krabs","My table? Fancy. [gasps] My very own name tag! [lights turn off and Squidward sighs, as he shines a flash light on Mr. Krabs]",06,05,Penny Foolish,7-Mar-08,10
94,Mr. Krabs,"Hello, and welcome to a very important evening. Tonight's event is entitled: Pennies, for the penny-less. And before the following images are shown, I would ask each of you to look not look with your eyes, but with your heart.  Three dimes, two nickels, one quarter, zero pennies. And since I realize the images seen here tonight may be wretchedly hideous, I am going to tell you what you can do to end this travesty: You can donate one penny to me: Mr. Krabs. Also known as: Mr. Krabs, the man who doesn't have one. ","Mr. Krabs shows some images Mr. Krabs starts crying and SpongeBob is crying, too","Hello, and welcome to a very important evening. Tonight's event is entitled: Pennies, for the penny-less. And before the following images are shown, I would ask each of you to look not look with your eyes, but with your heart. [Mr. Krabs shows some images] Three dimes, two nickels, one quarter, zero pennies. And since I realize the images seen here tonight may be wretchedly hideous, I am going to tell you what you can do to end this travesty: You can donate one penny to me: Mr. Krabs. Also known as: Mr. Krabs, the man who doesn't have one. [Mr. Krabs starts crying and SpongeBob is crying, too]",06,05,Penny Foolish,7-Mar-08,10
95,SpongeBob,Mr. Krabs.,,Mr. Krabs.,06,05,Penny Foolish,7-Mar-08,10
96,Mr. Krabs, Yes?,cheered up,[cheered up] Yes?,06,05,Penny Foolish,7-Mar-08,10
97,SpongeBob,I would like to donate a penny.,,I would like to donate a penny.,06,05,Penny Foolish,7-Mar-08,10
98,Mr. Krabs,You would?,,You would?,06,05,Penny Foolish,7-Mar-08,10
99,SpongeBob,If I only had one! ,"SpongeBob starts crying, Mr. Krabs' eyes go into his head, and he screams. The scene then cuts to SpongeBob's house, Mr. Krabs is using a flower delivery truck to spy on his house, he is speaking gibberish, he notices SpongeBob walking out the door, he walks in, with a metal detector, and then Mr. Krabs looks around","If I only had one! [SpongeBob starts crying, Mr. Krabs' eyes go into his head, and he screams. The scene then cuts to SpongeBob's house, Mr. Krabs is using a flower delivery truck to spy on his house, he is speaking gibberish, he notices SpongeBob walking out the door, he walks in, with a metal detector, and then Mr. Krabs looks around]",06,05,Penny Foolish,7-Mar-08,10
100,Mr. Krabs,"Hiding it, somewhere. Hiding it. Hiding it. Hiding it. Hiding it.",,"Hiding it, somewhere. Hiding it. Hiding it. Hiding it. Hiding it.",06,05,Penny Foolish,7-Mar-08,10
101,Gary,Meow.,,Meow.,06,05,Penny Foolish,7-Mar-08,10
102,Mr. Krabs,What's that? You! You know where!,,What's that? You! You know where!,06,05,Penny Foolish,7-Mar-08,10
103,Gary,Meow. ,Mr. Krabs picks him up,Meow. [Mr. Krabs picks him up],06,05,Penny Foolish,7-Mar-08,10
104,Mr. Krabs,Tell where!,,Tell where!,06,05,Penny Foolish,7-Mar-08,10
105,Gary,Meow.,,Meow.,06,05,Penny Foolish,7-Mar-08,10
106,Mr. Krabs,"Hiding it, inside,  in there, somewhere. ","reaches into Gary's shell lights come on, and SpongeBob walks in holding a drink","Hiding it, inside, [reaches into Gary's shell] in there, somewhere. [lights come on, and SpongeBob walks in holding a drink]",06,05,Penny Foolish,7-Mar-08,10
107,SpongeBob, Mr. Krabs! What is this metal detector doing on the floor? These should only be stored on special racks.  And you're not wearing your metal detector handling gloves!,gasps gasps,[gasps] Mr. Krabs! What is this metal detector doing on the floor? These should only be stored on special racks. [gasps] And you're not wearing your metal detector handling gloves!,06,05,Penny Foolish,7-Mar-08,10
108,Mr. Krabs,"SpongeBob, I just wanted that penny you found on the street yesterday. Oh, I'm sorry.",,"SpongeBob, I just wanted that penny you found on the street yesterday. Oh, I'm sorry.",06,05,Penny Foolish,7-Mar-08,10
109,SpongeBob,"Mr. Krabs, that wasn't a penny. ",laughs,"Mr. Krabs, that wasn't a penny. [laughs]",06,05,Penny Foolish,7-Mar-08,10
110,Mr. Krabs,It wasn't?,,It wasn't?,06,05,Penny Foolish,7-Mar-08,10
111,SpongeBob,"No, that was just a dried up piece of gum for my collection. I think it's peppermint.",,"No, that was just a dried up piece of gum for my collection. I think it's peppermint.",06,05,Penny Foolish,7-Mar-08,10
112,Mr. Krabs,"Ah ha ha ha ha hooooooooo hoo. I fell so relieved. There was no penny after all! Well, I'll be going now, You can keep the metal detector, SpongeBob. See ya!",,"Ah ha ha ha ha hooooooooo hoo. I fell so relieved. There was no penny after all! Well, I'll be going now, You can keep the metal detector, SpongeBob. See ya!",06,05,Penny Foolish,7-Mar-08,10
113,SpongeBob,"Thanks, Mr. Krabs. Hey, Gary, you can play with that.  Hey, this isn't gum at all.  It's just a dumb old $500 bill. This won't go with my chewed up gum collection. Ah, well, good night, Gary.","Gary sniffs it, then blows a raspberry at it, and slithers away, the gum then absorbs the spit pulls it out, revealing that it is a $500 bill","Thanks, Mr. Krabs. Hey, Gary, you can play with that. [Gary sniffs it, then blows a raspberry at it, and slithers away, the gum then absorbs the spit] Hey, this isn't gum at all. [pulls it out, revealing that it is a $500 bill] It's just a dumb old $500 bill. This won't go with my chewed up gum collection. Ah, well, good night, Gary.",06,05,Penny Foolish,7-Mar-08,10
114,Mr. Krabs,"Penny, must have buried it around here somewhere. I'll just have to keep digging.",,"Penny, must have buried it around here somewhere. I'll just have to keep digging.",06,05,Penny Foolish,7-Mar-08,10
1808,SpongeBob,Huh...Patrick?,,Huh...Patrick?,06,31,Toy Store of Doom,17-Mar-09,10
1809,Patrick,Yeah?,,Yeah?,06,31,Toy Store of Doom,17-Mar-09,10
1810,SpongeBob,Whaddya wanna do today?,,Whaddya wanna do today?,06,31,Toy Store of Doom,17-Mar-09,10
1811,Patrick,I don't know.,,I don't know.,06,31,Toy Store of Doom,17-Mar-09,10
1812,SpongeBob,"Well, I guess we could play something.  How about a yo--?",opens a toy chest and rummages through,"Well, I guess we could play something. [opens a toy chest and rummages through] How about a yo--?",06,31,Toy Store of Doom,17-Mar-09,10
1813,Patrick,No.,,No.,06,31,Toy Store of Doom,17-Mar-09,10
1814,SpongeBob,Yo.  Buried Treasure Board Game?,throws it aside,Yo. [throws it aside] Buried Treasure Board Game?,06,31,Toy Store of Doom,17-Mar-09,10
1815,Patrick,Nah.,,Nah.,06,31,Toy Store of Doom,17-Mar-09,10
1816,SpongeBob,Dollies?,,Dollies?,06,31,Toy Store of Doom,17-Mar-09,10
1817,Patrick,Hm..... nope.  No.  Nope. Nope. Uh-uh. No. Nah.,SpongeBob holds up a ship in a bottle SpongeBob holds up a paddle ball,Hm..... nope. [SpongeBob holds up a ship in a bottle] No. [SpongeBob holds up a paddle ball] Nope. Nope. Uh-uh. No. Nah.,06,31,Toy Store of Doom,17-Mar-09,10
1818,SpongeBob, How about this?,holding up Old Man Walker,[holding up Old Man Walker] How about this?,06,31,Toy Store of Doom,17-Mar-09,10
1819,Old Man Walker,Hello.,,Hello.,06,31,Toy Store of Doom,17-Mar-09,10
1820,Patrick,Uh-uh.,,Uh-uh.,06,31,Toy Store of Doom,17-Mar-09,10
1821,SpongeBob," Hey, we could play with our Mermaid Man and Barnacle Boy action figures! Ew. Barnacle Boy's all chewed up. And slimy.","tosses Old Man Walker aside, then falls into the chest and re-emerges with action figures","[tosses Old Man Walker aside, then falls into the chest and re-emerges with action figures] Hey, we could play with our Mermaid Man and Barnacle Boy action figures! Ew. Barnacle Boy's all chewed up. And slimy.",06,31,Toy Store of Doom,17-Mar-09,10
1822,Patrick," Yeah, that'll happen.",chewing on a Mermaid Man action figure,"[chewing on a Mermaid Man action figure] Yeah, that'll happen.",06,31,Toy Store of Doom,17-Mar-09,10
1823,SpongeBob," Ugh, there is just nothing to play with.","tosses Barnacle Boy aside, wipes his hand, and wades through toys","[tosses Barnacle Boy aside, wipes his hand, and wades through toys] Ugh, there is just nothing to play with.",06,31,Toy Store of Doom,17-Mar-09,10
1824,Patrick,There's gotta be something we can do.,,There's gotta be something we can do.,06,31,Toy Store of Doom,17-Mar-09,10
1825,Squidward, Ladda-de ladd-dum ladda-do... Hey! What are you doing in my house?,walks out of the shower,[walks out of the shower] Ladda-de ladd-dum ladda-do... Hey! What are you doing in my house?,06,31,Toy Store of Doom,17-Mar-09,10
1826,SpongeBob,"Hi, Squidward. Can you think of anything fun we can do?",,"Hi, Squidward. Can you think of anything fun we can do?",06,31,Toy Store of Doom,17-Mar-09,10
1827,Squidward,Get out!,,Get out!,06,31,Toy Store of Doom,17-Mar-09,10
1828,Patrick,We already thought of that one.,,We already thought of that one.,06,31,Toy Store of Doom,17-Mar-09,10
1829,Squidward, I believe this pile belongs to you. ,"pushes SpongeBob, Patrick, and a pile of toys out the door throws Old Man Walker out the door","[pushes SpongeBob, Patrick, and a pile of toys out the door] I believe this pile belongs to you. [throws Old Man Walker out the door]",06,31,Toy Store of Doom,17-Mar-09,10
1830,Old Man Walker,"Where are we goin' now, boys?",,"Where are we goin' now, boys?",06,31,Toy Store of Doom,17-Mar-09,10
1831,SpongeBob,,sighs,[sighs],06,31,Toy Store of Doom,17-Mar-09,10
1832,Patrick,Ugh. I'm so bored. There's gotta be something we can do! ,"A helicopter drops a billboard that says ""It's Coming!""","Ugh. I'm so bored. There's gotta be something we can do! [A helicopter drops a billboard that says ""It's Coming!""]",06,31,Toy Store of Doom,17-Mar-09,10
1833,SpongeBob and Patrick," It's Coming?  Oh, boy! ♪It's coming! It's coming! It's coming!♪ ",reading not reading follows the billboards,"[reading] It's Coming? [not reading] Oh, boy! ♪It's coming! It's coming! It's coming!♪ [follows the billboards]",06,31,Toy Store of Doom,17-Mar-09,10
1834,Patrick, Almost there!,reading another billboard,[reading another billboard] Almost there!,06,31,Toy Store of Doom,17-Mar-09,10
1835,SpongeBob and Patrick,We're almost there!,,We're almost there!,06,31,Toy Store of Doom,17-Mar-09,10
1836,Patrick, Here it is!,reading another billboard,[reading another billboard] Here it is!,06,31,Toy Store of Doom,17-Mar-09,10
1837,SpongeBob, Welcome to Bikini Bottom's newest...  Toy store?!  Ahhhhh!,reading another billboard reading another billboard not reading,[reading another billboard] Welcome to Bikini Bottom's newest... [reading another billboard] Toy store?! [not reading] Ahhhhh!,06,31,Toy Store of Doom,17-Mar-09,10
1838,Patrick,Ohhhhh!,,Ohhhhh!,06,31,Toy Store of Doom,17-Mar-09,10
1839,SpongeBob,Oh yeah!,,Oh yeah!,06,31,Toy Store of Doom,17-Mar-09,10
1840,SpongeBob and Patrick,Yeah! Whoooo!,,Yeah! Whoooo!,06,31,Toy Store of Doom,17-Mar-09,10
1841,SpongeBob,"Well, we're here.",,"Well, we're here.",06,31,Toy Store of Doom,17-Mar-09,10
1842,Patrick,But where's the toy store?,,But where's the toy store?,06,31,Toy Store of Doom,17-Mar-09,10
1843,SpongeBob,"Well, I guess it's not open yet.",,"Well, I guess it's not open yet.",06,31,Toy Store of Doom,17-Mar-09,10
1844,Patrick,Not...open?,,Not...open?,06,31,Toy Store of Doom,17-Mar-09,10
1845,Construction worker, What are you cryin' about?,grabs the top of Patrick's head,[grabs the top of Patrick's head] What are you cryin' about?,06,31,Toy Store of Doom,17-Mar-09,10
1846,Patrick,"We wanted to go to the toy store, but it's not open yet!",,"We wanted to go to the toy store, but it's not open yet!",06,31,Toy Store of Doom,17-Mar-09,10
1847,Construction worker,"Well, it's open now. Look!  See? Feel better now?",He shows two people walking in,"Well, it's open now. Look! [He shows two people walking in] See? Feel better now?",06,31,Toy Store of Doom,17-Mar-09,10
1848,Patrick,Mm-hm.,,Mm-hm.,06,31,Toy Store of Doom,17-Mar-09,10
