id,speaker,speech,context,raw-dialouge,season,episode,title,airdate,runtime
155,Pearl,You took Patrick to a hypnotist?,,You took Patrick to a hypnotist?,09,13,Barnacle Face,16-Sep-11,10
156,SpongeBob,No. The barnacle. It became convinced it was a pelican and flew south for the winter. We never saw that pelican again.,,No. The barnacle. It became convinced it was a pelican and flew south for the winter. We never saw that pelican again.,09,13,Barnacle Face,16-Sep-11,10
157,Pearl,I thought you said it was a barnacle.,,I thought you said it was a barnacle.,09,13,Barnacle Face,16-Sep-11,10
158,SpongeBob,What did I say?,,What did I say?,09,13,Barnacle Face,16-Sep-11,10
159,Pearl,Pelican.,,Pelican.,09,13,Barnacle Face,16-Sep-11,10
160,SpongeBob, He was a really good hypnotist.,pauses for a second,[pauses for a second] He was a really good hypnotist.,09,13,Barnacle Face,16-Sep-11,10
161,SpongeBob,Now just remain calm and it's all over before you know it.,,Now just remain calm and it's all over before you know it.,09,13,Barnacle Face,16-Sep-11,10
162,Pearl,Are you really going to use hypnosis to get rid of the... barnacle?,,Are you really going to use hypnosis to get rid of the... barnacle?,09,13,Barnacle Face,16-Sep-11,10
163,SpongeBob, Hypnosis? No! Hold still now. ,laughing hits the barnacle,[laughing] Hypnosis? No! Hold still now. [hits the barnacle],09,13,Barnacle Face,16-Sep-11,10
164,Pearl,Is everything okay?,,Is everything okay?,09,13,Barnacle Face,16-Sep-11,10
165,SpongeBob, I don't think this is going to work.  This ol' weather beaten shovel is gonna do the work! ,shows broken spatula Brings in a shovel hits the barnacle,[shows broken spatula] I don't think this is going to work. [Brings in a shovel] This ol' weather beaten shovel is gonna do the work! [hits the barnacle],09,13,Barnacle Face,16-Sep-11,10
166,Pearl,Did it come off?,,Did it come off?,09,13,Barnacle Face,16-Sep-11,10
167,SpongeBob, Gettin' there.,the shovel is stuck in his head,[the shovel is stuck in his head] Gettin' there.,09,13,Barnacle Face,16-Sep-11,10
168,Pearl,"SpongeBob, how much longer?",,"SpongeBob, how much longer?",09,13,Barnacle Face,16-Sep-11,10
169,SpongeBob,"Oh... shouldn't be too much longer.  Personally, you could take a break off if you'd like.",the jackhammer disintegrates,"Oh... shouldn't be too much longer. [the jackhammer disintegrates] Personally, you could take a break off if you'd like.",09,13,Barnacle Face,16-Sep-11,10
170,Pearl,Good idea. I'm going to scrub my face with some soap and water.,,Good idea. I'm going to scrub my face with some soap and water.,09,13,Barnacle Face,16-Sep-11,10
171,SpongeBob,Okay. ,"he throws the jackhammer aside, which lands in a pile of other broken tools","Okay. [he throws the jackhammer aside, which lands in a pile of other broken tools]",09,13,Barnacle Face,16-Sep-11,10
172,SpongeBob," Pearl!  Pearl, what happened?",walks into the bathroom Pearl is seen with soap covering her face,"[walks into the bathroom] Pearl! [Pearl is seen with soap covering her face] Pearl, what happened?",09,13,Barnacle Face,16-Sep-11,10
173,Pearl,There's more! ,"the soap slides off her face, exposing lots of barnacles everywhere","There's more! [the soap slides off her face, exposing lots of barnacles everywhere]",09,13,Barnacle Face,16-Sep-11,10
174,SpongeBob," I mean, you're right. There's more.",shrieks,"[shrieks] I mean, you're right. There's more.",09,13,Barnacle Face,16-Sep-11,10
175,Pearl, All I did was wash with soap and water!,puzzled,[puzzled] All I did was wash with soap and water!,09,13,Barnacle Face,16-Sep-11,10
176,SpongeBob, Hmm... Water and... this soap?,examines the soap,[examines the soap] Hmm... Water and... this soap?,09,13,Barnacle Face,16-Sep-11,10
177,Pearl,"Yes, but why?",,"Yes, but why?",09,13,Barnacle Face,16-Sep-11,10
178,SpongeBob," Because this soap smells so wonderful! That's why. Hmm, I know this fragrance from somewhere.  Oh, I'm sorry, did you want a whiff?",sniffs the bar of soap keeps sniffing the soap,"[sniffs the bar of soap] Because this soap smells so wonderful! That's why. Hmm, I know this fragrance from somewhere. [keeps sniffing the soap] Oh, I'm sorry, did you want a whiff?",09,13,Barnacle Face,16-Sep-11,10
179,Pearl,No.,,No.,09,13,Barnacle Face,16-Sep-11,10
180,SpongeBob, More for me!,continues sniffing,[continues sniffing] More for me!,09,13,Barnacle Face,16-Sep-11,10
181,SpongeBob," No, I think one jar of concealing cream is enough. Don't worry, Pearl, no one will notice a thing. ",holding the jar of cream Mr. Krabs enters the house with the groceries,"[holding the jar of cream] No, I think one jar of concealing cream is enough. Don't worry, Pearl, no one will notice a thing. [Mr. Krabs enters the house with the groceries]",09,13,Barnacle Face,16-Sep-11,10
182,Mr. Krabs," Pearl, I'm home! ",humming screams loudly,"[humming] Pearl, I'm home! [screams loudly]",09,13,Barnacle Face,16-Sep-11,10
183,SpongeBob,"Something wrong, Mr. Krabs?",,"Something wrong, Mr. Krabs?",09,13,Barnacle Face,16-Sep-11,10
184,Mr. Krabs,"For a second there, I thought a towering, hideous, mind-boggling abomination was standing here, staring at me in my own living room! But then I realized...  it's only my old, beloved daughter, Pearl.  Oh, Pearl. No, no, no need for these expensive trips to the spa. But don't worry, SpongeBob here will take care of it. I have more important measures to take care of.  Me jewels!",sweetly Pearl mumbles again Mr. Krabs walks over to a safe full of diamonds and jumps in,"For a second there, I thought a towering, hideous, mind-boggling abomination was standing here, staring at me in my own living room! But then I realized... [sweetly] it's only my old, beloved daughter, Pearl. [Pearl mumbles again] Oh, Pearl. No, no, no need for these expensive trips to the spa. But don't worry, SpongeBob here will take care of it. I have more important measures to take care of. [Mr. Krabs walks over to a safe full of diamonds and jumps in] Me jewels!",09,13,Barnacle Face,16-Sep-11,10
185,SpongeBob,"Pearl?  Pearl, you've been in the bathroom crying for three hours now. You can't stay in there forever.",knocks on the bathroom door,"Pearl? [knocks on the bathroom door] Pearl, you've been in the bathroom crying for three hours now. You can't stay in there forever.",09,13,Barnacle Face,16-Sep-11,10
186,Pearl, I'm not going to the dance!,from inside,[from inside] I'm not going to the dance!,09,13,Barnacle Face,16-Sep-11,10
187,SpongeBob,"Okay, I'm coming in!  Look at the bright side, Pearl. At least you can still play the piano.","opens the door, which causes a flood of tears to gush out into the hallway. SpongeBob swims against the current and makes it in","Okay, I'm coming in! [opens the door, which causes a flood of tears to gush out into the hallway. SpongeBob swims against the current and makes it in] Look at the bright side, Pearl. At least you can still play the piano.",09,13,Barnacle Face,16-Sep-11,10
188,Pearl,And what exactly would that do to me?,,And what exactly would that do to me?,09,13,Barnacle Face,16-Sep-11,10
189,SpongeBob,"I have no idea.  Don't worry, Pearl. I'll fix your crying!",Pearl bawls,"I have no idea. [Pearl bawls] Don't worry, Pearl. I'll fix your crying!",09,13,Barnacle Face,16-Sep-11,10
190,Pearl,How?,,How?,09,13,Barnacle Face,16-Sep-11,10
191,SpongeBob,"Well, I'm sure if I'll think strong enough, something will pop up.  Oops, I didn't mean it like that.  Hey, it's that delicious-smelling soap again. ","something DOES pop up, and it's more barnacles sees the bar of soap and picks it up starts sniffing the soap again","Well, I'm sure if I'll think strong enough, something will pop up. [something DOES pop up, and it's more barnacles] Oops, I didn't mean it like that. [sees the bar of soap and picks it up] Hey, it's that delicious-smelling soap again. [starts sniffing the soap again]",09,13,Barnacle Face,16-Sep-11,10
192,Pearl,,snatches it away,[snatches it away],09,13,Barnacle Face,16-Sep-11,10
193,SpongeBob,Okay. Where do you keep your soap?,,Okay. Where do you keep your soap?,09,13,Barnacle Face,16-Sep-11,10
194,Pearl,"In the basement. Duh, where else? ",scrubs her face more,"In the basement. Duh, where else? [scrubs her face more]",09,13,Barnacle Face,16-Sep-11,10
195,SpongeBob, Hello?  Something there? Pearl?!  Mr. Krabs!,"echoes SpongeBob jumps when he hears the echo, but keeps going until he hears another noise and turns around His torch goes out, making it completely dark. SpongeBob sees a door opening and goes through it to find Mr. Krabs, trying to pull a stuck handle","[echoes] Hello? [SpongeBob jumps when he hears the echo, but keeps going until he hears another noise and turns around] Something there? Pearl?! [His torch goes out, making it completely dark. SpongeBob sees a door opening and goes through it to find Mr. Krabs, trying to pull a stuck handle] Mr. Krabs!",09,13,Barnacle Face,16-Sep-11,10
196,Mr. Krabs,"Don't just stand there, boy! Come help me with this!  There we go. Sometimes it just gets a little stuck.",they both pull at the handle until it moves,"Don't just stand there, boy! Come help me with this! [they both pull at the handle until it moves] There we go. Sometimes it just gets a little stuck.",09,13,Barnacle Face,16-Sep-11,10
197,SpongeBob,"Mr. Krabs, what is this thing?",,"Mr. Krabs, what is this thing?",09,13,Barnacle Face,16-Sep-11,10
198,Mr. Krabs,"Why, it's my old soap press!",,"Why, it's my old soap press!",09,13,Barnacle Face,16-Sep-11,10
199,SpongeBob,Soap press?,,Soap press?,09,13,Barnacle Face,16-Sep-11,10
200,Mr. Krabs,"That's right! All the soap Pearl and I use comes from this machine. And the best part is, it runs on 100% pure leftover Krabby Patties!",,"That's right! All the soap Pearl and I use comes from this machine. And the best part is, it runs on 100% pure leftover Krabby Patties!",09,13,Barnacle Face,16-Sep-11,10
201,SpongeBob,Leftover Krabby Patties?,,Leftover Krabby Patties?,09,13,Barnacle Face,16-Sep-11,10
202,Mr. Krabs," Their precious essences are harvested, and after a brief cooling process, tumble out this conveyor belt as fresh, wonderful bars of soap!  Fresh and invigorating! Plus, it's absolutely free.",tosses a Krabby Patty into the machine the new soap falls off the conveyor belt into a basket,"[tosses a Krabby Patty into the machine] Their precious essences are harvested, and after a brief cooling process, tumble out this conveyor belt as fresh, wonderful bars of soap! [the new soap falls off the conveyor belt into a basket] Fresh and invigorating! Plus, it's absolutely free.",09,13,Barnacle Face,16-Sep-11,10
203,SpongeBob," Ohhhh, that explains why it smells so familiar! I don't know about this, Mr. Krabs. If Pearl finds out that you...",picks up one of the soap bars and sniffs it,"[picks up one of the soap bars and sniffs it] Ohhhh, that explains why it smells so familiar! I don't know about this, Mr. Krabs. If Pearl finds out that you...",09,13,Barnacle Face,16-Sep-11,10
204,Pearl, I've been using soap made out of Krabby Patties?,lividly,[lividly] I've been using soap made out of Krabby Patties?,09,13,Barnacle Face,16-Sep-11,10
205,Mr. Krabs,Krabby Patty essence.,,Krabby Patty essence.,09,13,Barnacle Face,16-Sep-11,10
206,Pearl,That's grease!,,That's grease!,09,13,Barnacle Face,16-Sep-11,10
207,Mr. Krabs,"Well, if you want to split hairs, I suppose-",,"Well, if you want to split hairs, I suppose-",09,13,Barnacle Face,16-Sep-11,10
208,Pearl, Daddy! ,furiously throws soap at her father,[furiously] Daddy! [throws soap at her father],09,13,Barnacle Face,16-Sep-11,10
209,Mr. Krabs," Got to go, you kids have fun!",runs away in fear,"[runs away in fear] Got to go, you kids have fun!",09,13,Barnacle Face,16-Sep-11,10
210,Pearl, I'm never gonna be able to get these barnacles off! My young life is ruined forever.,bursts into tears and rubs her eyes making squeaky sounds,[bursts into tears and rubs her eyes making squeaky sounds] I'm never gonna be able to get these barnacles off! My young life is ruined forever.,09,13,Barnacle Face,16-Sep-11,10
211,SpongeBob,"Don't worry, Pearl. I said I'm not going to let Mr. Krabs down, and I'm not going to. What do you think of that?",,"Don't worry, Pearl. I said I'm not going to let Mr. Krabs down, and I'm not going to. What do you think of that?",09,13,Barnacle Face,16-Sep-11,10
212,Pearl," The Bikini Bottom High School Dance was supposed to be my chance to sparkle, my-",wails,"[wails] The Bikini Bottom High School Dance was supposed to be my chance to sparkle, my-",09,13,Barnacle Face,16-Sep-11,10
213,SpongeBob,"Wait a minute, Pearl, say that again!",,"Wait a minute, Pearl, say that again!",09,13,Barnacle Face,16-Sep-11,10
214,Pearl,Okay. The Bikini Bottom High School Dance was supposed to be my chance to sparkle.,,Okay. The Bikini Bottom High School Dance was supposed to be my chance to sparkle.,09,13,Barnacle Face,16-Sep-11,10
215,SpongeBob,"Okay, you can stop. I think I have an idea...",,"Okay, you can stop. I think I have an idea...",09,13,Barnacle Face,16-Sep-11,10
216,Pearl,Are you done yet?,,Are you done yet?,09,13,Barnacle Face,16-Sep-11,10
217,SpongeBob," All set! Close your eyes and get ready to sparkle! One, two, three.  And, ta-da. What do you think?",climbs down the ladder turns Pearl's chair to face the mirror. Pearl has blue diamonds on her face to hide her barnacles,"[climbs down the ladder] All set! Close your eyes and get ready to sparkle! One, two, three. [turns Pearl's chair to face the mirror. Pearl has blue diamonds on her face to hide her barnacles] And, ta-da. What do you think?",09,13,Barnacle Face,16-Sep-11,10
218,Pearl,"I don't know, SpongeBob - what would my friends say?",,"I don't know, SpongeBob - what would my friends say?",09,13,Barnacle Face,16-Sep-11,10
219,SpongeBob, We shall see shortly.,walks her to the living room,[walks her to the living room] We shall see shortly.,09,13,Barnacle Face,16-Sep-11,10
220,Pearl,Are you sure?,,Are you sure?,09,13,Barnacle Face,16-Sep-11,10
221,SpongeBob, Shh. Trust me.,opens the front door,[opens the front door] Shh. Trust me.,09,13,Barnacle Face,16-Sep-11,10
222,Blue fish,"Pearl, we're here to pick you up to the- wow! Pearl, you look amazing!",,"Pearl, we're here to pick you up to the- wow! Pearl, you look amazing!",09,13,Barnacle Face,16-Sep-11,10
223,Pearl,I do?,,I do?,09,13,Barnacle Face,16-Sep-11,10
224,Blue fish,"Well, not amazing. Sparkly and shiny and amazing!",,"Well, not amazing. Sparkly and shiny and amazing!",09,13,Barnacle Face,16-Sep-11,10
225,Pearl,Whee! To the Bikini Bottom High School Dance!,,Whee! To the Bikini Bottom High School Dance!,09,13,Barnacle Face,16-Sep-11,10
226,Pearl and her friends, Let's go! ,"laughing they run out of the house, and SpongeBob shuts the door behind them","[laughing] Let's go! [they run out of the house, and SpongeBob shuts the door behind them]",09,13,Barnacle Face,16-Sep-11,10
227,SpongeBob,"You have a good time, carefree teens!",,"You have a good time, carefree teens!",09,13,Barnacle Face,16-Sep-11,10
228,Mr. Krabs," My jewels! SpongeBob, my entire collection of precious jewels is gone! Seen it?",screams and exits his jewel safe,"[screams and exits his jewel safe] My jewels! SpongeBob, my entire collection of precious jewels is gone! Seen it?",09,13,Barnacle Face,16-Sep-11,10
229,SpongeBob,Of course! Pearl's wearing it to the Bikini Bottom High School Dance!,,Of course! Pearl's wearing it to the Bikini Bottom High School Dance!,09,13,Barnacle Face,16-Sep-11,10
230,Mr. Krabs,Help! Police! Thief!  Stop that whale!,"runs out of the house, running through the door","Help! Police! Thief! [runs out of the house, running through the door] Stop that whale!",09,13,Barnacle Face,16-Sep-11,10
231,SpongeBob,"I promised Mr. Krabs I wouldn't let him down, and I have partially fulfilled that promise.",,"I promised Mr. Krabs I wouldn't let him down, and I have partially fulfilled that promise.",09,13,Barnacle Face,16-Sep-11,10
232,Squidward," SpongeBob, why aren't those orders up yet? . SpongeBob, the collective blood sugar around here is dangerously low.  Why are you grilling index cards? ",whispers with clenched teeth Cut to the scene where we see two fishes with forks and knives and they're moaning like zombies. Squidward is stunned by this. Scene cuts to the kitchen. He pokes his head through the window looks down on the grill to see some cards on it close up to the index cards that talks about boating school,"[whispers with clenched teeth] SpongeBob, why aren't those orders up yet? [Cut to the scene where we see two fishes with forks and knives and they're moaning like zombies. Squidward is stunned by this. Scene cuts to the kitchen. He pokes his head through the window]. SpongeBob, the collective blood sugar around here is dangerously low. [looks down on the grill to see some cards on it] Why are you grilling index cards? [close up to the index cards that talks about boating school]",09,04,Oral Report,4-Jun-11,10
233,SpongeBob,"Sorry, Squidward, I got a little distracted.  I'm practicing for my oral report for Boating School tomorrow.",holding up an index card,"Sorry, Squidward, I got a little distracted. [holding up an index card] I'm practicing for my oral report for Boating School tomorrow.",09,04,Oral Report,4-Jun-11,10
234,Squidward,"You know, SpongeBob, statistics show that public speaking is the number three cause of stress right behind death and marriage. Now get those orders ready!",,"You know, SpongeBob, statistics show that public speaking is the number three cause of stress right behind death and marriage. Now get those orders ready!",09,04,Oral Report,4-Jun-11,10
235,SpongeBob,"Okay! Okay!  Hm, what's so scary about public speaking anyway? You just stand in front of the public and speak publicly. It's really no different to what I do everyday.",takes off his hat and shoves out seven patties from inside it,"Okay! Okay! [takes off his hat and shoves out seven patties from inside it] Hm, what's so scary about public speaking anyway? You just stand in front of the public and speak publicly. It's really no different to what I do everyday.",09,04,Oral Report,4-Jun-11,10
236,SpongeBob,"No big deal, SpongeBob, you just stand in front of them...  ...front of them looking...  ...at me  ...with their eyes!  Squidward is right! Public speaking is frightening!",Cut to the scene where we see the customers moaning and the background changes to swirls SpongeBob backs away slowly to the kitchen closes the kitchen door. He peaks through the window and sees the customers He shrieks and ducks,"No big deal, SpongeBob, you just stand in front of them... [Cut to the scene where we see the customers moaning and the background changes to swirls] ...front of them looking... [SpongeBob backs away slowly to the kitchen] ...at me [closes the kitchen door. He peaks through the window and sees the customers] ...with their eyes! [He shrieks and ducks] Squidward is right! Public speaking is frightening!",09,04,Oral Report,4-Jun-11,10
237,Squidward, Must I do everything myself?  Huh? Stay back! You'll get your patty when it's your turn. ,"grabs the Krabby Patty from SpongeBob looks to his left Squidward gets pulled back, all customers begin to physically fight for the Krabby Patty, results Squidward getting beaten up. SpongeBob stretches his legs up and peaks over at the window. He looks at the fight and ducks as a barrel crashes in his direction. SpongeBob pulls back steadily","[grabs the Krabby Patty from SpongeBob] Must I do everything myself? [looks to his left] Huh? Stay back! You'll get your patty when it's your turn. [Squidward gets pulled back, all customers begin to physically fight for the Krabby Patty, results Squidward getting beaten up. SpongeBob stretches his legs up and peaks over at the window. He looks at the fight and ducks as a barrel crashes in his direction. SpongeBob pulls back steadily]",09,04,Oral Report,4-Jun-11,10
238,SpongeBob,I never knew an audience can get so physical.  This changes everything. ,Squidward screams and is thrown to the back and is continuously mauled by the zombified customers He slowly creeps away as Squidward still gets beaten up.. Scene bubbles over to Patrick's Rock and Patrick goes over to it and opens it. We see SpongeBob on the rock,I never knew an audience can get so physical. [Squidward screams and is thrown to the back and is continuously mauled by the zombified customers] This changes everything. [He slowly creeps away as Squidward still gets beaten up.. Scene bubbles over to Patrick's Rock and Patrick goes over to it and opens it. We see SpongeBob on the rock],09,04,Oral Report,4-Jun-11,10
239,Patrick,"Oh, sorry, wrong rock. ",Patrick turns to leave but SpongeBob stretches his arms to grab Patrick and takes him under the rock.. Scene cuts to the inside of Patrick's home where we see that SpongeBob made it look exactly like the inside of Mrs. Puff's Boating School,"Oh, sorry, wrong rock. [Patrick turns to leave but SpongeBob stretches his arms to grab Patrick and takes him under the rock.. Scene cuts to the inside of Patrick's home where we see that SpongeBob made it look exactly like the inside of Mrs. Puff's Boating School]",09,04,Oral Report,4-Jun-11,10
240,SpongeBob,"Patrick, I wonder if you'd help me by lending me your eyes.",,"Patrick, I wonder if you'd help me by lending me your eyes.",09,04,Oral Report,4-Jun-11,10
241,Patrick,Okay.  Uhhh...,starts pulling at his eyes,Okay. [starts pulling at his eyes] Uhhh...,09,04,Oral Report,4-Jun-11,10
242,SpongeBob,"No, no, no, no, no, you can keep them. I just want you to watch me while I practice my speech up here.  Just pretend you're a student at his desk.",referring to the little platform he made out of sand,"No, no, no, no, no, you can keep them. I just want you to watch me while I practice my speech up here. [referring to the little platform he made out of sand] Just pretend you're a student at his desk.",09,04,Oral Report,4-Jun-11,10
243,Patrick,Okay. ,goes over to one of the desks made of sand and sits on it,Okay. [goes over to one of the desks made of sand and sits on it],09,04,Oral Report,4-Jun-11,10
244,SpongeBob,,Gets on the little platform and holds up an index card,[Gets on the little platform and holds up an index card],09,04,Oral Report,4-Jun-11,10
245,Patrick,"H-Hold on, I'd like to sit in the back of the class. ","He moves the sand desk a little farther, stops, then moves up a little","H-Hold on, I'd like to sit in the back of the class. [He moves the sand desk a little farther, stops, then moves up a little]",09,04,Oral Report,4-Jun-11,10
246,SpongeBob,"Okay, here goes.  Boating safety is...",reads,"Okay, here goes. [reads] Boating safety is...",09,04,Oral Report,4-Jun-11,10
247,Patrick,"SpongeBob, can I have a hall pass?",,"SpongeBob, can I have a hall pass?",09,04,Oral Report,4-Jun-11,10
248,SpongeBob,"Not now, Patrick. Just sit tight and let me practice.",,"Not now, Patrick. Just sit tight and let me practice.",09,04,Oral Report,4-Jun-11,10
249,Patrick,Fine.,,Fine.,09,04,Oral Report,4-Jun-11,10
250,SpongeBob, Boating safe...,clears throat,[clears throat] Boating safe...,09,04,Oral Report,4-Jun-11,10
251,Patrick,Boring! Next!,,Boring! Next!,09,04,Oral Report,4-Jun-11,10
252,SpongeBob,"Patrick, you're kinda derailing the proceedings here. Just focus on me, huh?",,"Patrick, you're kinda derailing the proceedings here. Just focus on me, huh?",09,04,Oral Report,4-Jun-11,10
253,Patrick,"All right, all right. ",looks closely toward SpongeBob. Cut to a close-up of Patrick's face and he blinks his eyes,"All right, all right. [looks closely toward SpongeBob. Cut to a close-up of Patrick's face and he blinks his eyes]",09,04,Oral Report,4-Jun-11,10
