id,speaker,speech,context,raw-dialouge,season,episode,title,airdate,runtime
432,Mr. Krabs,"Oh, I dunno. Just go have fun or whatever. I really don't care. Ya just can't be here.",,"Oh, I dunno. Just go have fun or whatever. I really don't care. Ya just can't be here.",04,24,Bummer Vacation,13-Oct-06,10
433,SpongeBob,But who will fry the patties and clean the grill while I'm gone? Squidward can't do it all alone.,,But who will fry the patties and clean the grill while I'm gone? Squidward can't do it all alone.,04,24,Bummer Vacation,13-Oct-06,10
434,Squidward,Nor will I.,,Nor will I.,04,24,Bummer Vacation,13-Oct-06,10
435,Mr. Krabs,That's why I've hired an unpaid intern as your temporary replacement.,,That's why I've hired an unpaid intern as your temporary replacement.,04,24,Bummer Vacation,13-Oct-06,10
436,Patrick," Good morning, boss. I'm ready for my first day.",walks in,"[walks in] Good morning, boss. I'm ready for my first day.",04,24,Bummer Vacation,13-Oct-06,10
437,Mr. Krabs,"Speaking of starfish, here's your replacement right here.",,"Speaking of starfish, here's your replacement right here.",04,24,Bummer Vacation,13-Oct-06,10
438,SpongeBob,Replacement?,,Replacement?,04,24,Bummer Vacation,13-Oct-06,10
439,Patrick,"Hi, SpongeBob.",,"Hi, SpongeBob.",04,24,Bummer Vacation,13-Oct-06,10
440,Mr. Krabs,That's enough banter on my dime.,,That's enough banter on my dime.,04,24,Bummer Vacation,13-Oct-06,10
441,Patrick,"Ok, boss.",,"Ok, boss.",04,24,Bummer Vacation,13-Oct-06,10
442,Mr. Krabs,"Wait a second, Patrick. You'll need the right tools for the job. ",takes SpongeBob's hat and spatula and gives it to Patrick,"Wait a second, Patrick. You'll need the right tools for the job. [takes SpongeBob's hat and spatula and gives it to Patrick]",04,24,Bummer Vacation,13-Oct-06,10
443,Patrick,"Wow.  Huh! They put a tiny me in the belly scratcher.  Wow. It scratches backs, too!",notices his reflection in the spatula scratches his belly and his back,"Wow. [notices his reflection in the spatula] Huh! They put a tiny me in the belly scratcher. [scratches his belly and his back] Wow. It scratches backs, too!",04,24,Bummer Vacation,13-Oct-06,10
444,Mr. Krabs,"Ah, take it from me, SpongeBob. Just go on home. Enjoy your vacation.",,"Ah, take it from me, SpongeBob. Just go on home. Enjoy your vacation.",04,24,Bummer Vacation,13-Oct-06,10
445,SpongeBob,I really should tell Patrick the proper patty-flipping technique. ,Mr. Krabs shuts the doors in SpongeBob's face. Scene cuts to inside SpongeBob's house,I really should tell Patrick the proper patty-flipping technique. [Mr. Krabs shuts the doors in SpongeBob's face. Scene cuts to inside SpongeBob's house],04,24,Bummer Vacation,13-Oct-06,10
446,Gary,Meow.,,Meow.,04,24,Bummer Vacation,13-Oct-06,10
447,SpongeBob,"I'm on vacation, Gary. I'm not allowed to go to work.  My stomach has receded! Mr. Krabs said I couldn't work at the Krusty Krab. He didn't say I couldn't eat there. This is my ticket back inside! ",stomach growls then shrinks. SpongeBob gasps scene cuts to Krusty Krab,"I'm on vacation, Gary. I'm not allowed to go to work. [stomach growls then shrinks. SpongeBob gasps] My stomach has receded! Mr. Krabs said I couldn't work at the Krusty Krab. He didn't say I couldn't eat there. This is my ticket back inside! [scene cuts to Krusty Krab]",04,24,Bummer Vacation,13-Oct-06,10
448,Squidward,"Go away, SpongeBob. You're ruining my vacation...from you.",,"Go away, SpongeBob. You're ruining my vacation...from you.",04,24,Bummer Vacation,13-Oct-06,10
449,SpongeBob,"I'm not here to see you, Squidward.",,"I'm not here to see you, Squidward.",04,24,Bummer Vacation,13-Oct-06,10
450,Mr. Krabs,"SpongeBob, do we have to go through this again?",,"SpongeBob, do we have to go through this again?",04,24,Bummer Vacation,13-Oct-06,10
451,SpongeBob,I'm here as a customer not as an employee. Just gonna grab a Krabby Patty with Patrick for lunch.,,I'm here as a customer not as an employee. Just gonna grab a Krabby Patty with Patrick for lunch.,04,24,Bummer Vacation,13-Oct-06,10
452,Mr. Krabs,"Alright, but lunch only. If you so much as touch a spatuler, you'll be vacationing in Davey Jones' locker.",,"Alright, but lunch only. If you so much as touch a spatuler, you'll be vacationing in Davey Jones' locker.",04,24,Bummer Vacation,13-Oct-06,10
453,SpongeBob,"You have my word, sir. No working.  Hey, Pat, it's time for your lunch...  Patrick, you can't do that!","enters kitchen screams as he sees Patrick putting patties, attached to his body, on the grill","You have my word, sir. No working. [enters kitchen] Hey, Pat, it's time for your lunch... [screams as he sees Patrick putting patties, attached to his body, on the grill] Patrick, you can't do that!",04,24,Bummer Vacation,13-Oct-06,10
454,Patrick,Huh?,,Huh?,04,24,Bummer Vacation,13-Oct-06,10
455,SpongeBob,"You need to turn up the grill to exactly 298 degrees Fahrenheit.  Patrick, this is no way to treat a Krabby Patty.",turns the knob to the right from 297 to 298. Takes Patrick's spatula,"You need to turn up the grill to exactly 298 degrees Fahrenheit. [turns the knob to the right from 297 to 298. Takes Patrick's spatula] Patrick, this is no way to treat a Krabby Patty.",04,24,Bummer Vacation,13-Oct-06,10
456,Mr. Krabs, SpongeBob! What did I tell you about working?,storms into the kitchen,[storms into the kitchen] SpongeBob! What did I tell you about working?,04,24,Bummer Vacation,13-Oct-06,10
457,SpongeBob,"Wait, it's not what you think.",,"Wait, it's not what you think.",04,24,Bummer Vacation,13-Oct-06,10
458,Mr. Krabs," Out you go, boy.",wheels SpongeBob on a dolly,"[wheels SpongeBob on a dolly] Out you go, boy.",04,24,Bummer Vacation,13-Oct-06,10
459,SpongeBob,But my knowledge could help Patrick maintain the high standards of the Krusty Krab.,,But my knowledge could help Patrick maintain the high standards of the Krusty Krab.,04,24,Bummer Vacation,13-Oct-06,10
460,Mr. Krabs,We've got it all under control here. I don't want to see hide or tail of ya 'til your vacation is over. You got that?,,We've got it all under control here. I don't want to see hide or tail of ya 'til your vacation is over. You got that?,04,24,Bummer Vacation,13-Oct-06,10
461,SpongeBob,"Yes, Mr. Krabs.",,"Yes, Mr. Krabs.",04,24,Bummer Vacation,13-Oct-06,10
462,Mr. Krabs,"Well, boy...  off ya go! And don't come back 'til it's over. ",launches SpongeBob off scene cuts to SpongeBob entering his house,"Well, boy... [launches SpongeBob off] off ya go! And don't come back 'til it's over. [scene cuts to SpongeBob entering his house]",04,24,Bummer Vacation,13-Oct-06,10
463,SpongeBob,"Oh, what to do, what to do. I know just the thing to get the spirits up. The official Krusty Krab playset. ",sits down in front of a toy Krusty Krab with Krusty Krew figures. Opens it up,"Oh, what to do, what to do. I know just the thing to get the spirits up. The official Krusty Krab playset. [sits down in front of a toy Krusty Krab with Krusty Krew figures. Opens it up]",04,24,Bummer Vacation,13-Oct-06,10
464,Squidward," SpongeBob, I need 20 Krabby Patties on the double, please.",SpongeBob imitating him,"[SpongeBob imitating him] SpongeBob, I need 20 Krabby Patties on the double, please.",04,24,Bummer Vacation,13-Oct-06,10
465,SpongeBob,"Sure thing, Mr. Squidward, sir. 20 Krabby Patties coming up.",,"Sure thing, Mr. Squidward, sir. 20 Krabby Patties coming up.",04,24,Bummer Vacation,13-Oct-06,10
466,Mr. Krabs," SpongeBob, what are you doing here? You're gonna cost me some loot if you don't get your square keister home. Out, out, out until your vacation is over. ","SpongeBob imitating him takes SpongeBob's Krusty hat off. SpongeBob walks home, sad","[SpongeBob imitating him] SpongeBob, what are you doing here? You're gonna cost me some loot if you don't get your square keister home. Out, out, out until your vacation is over. [takes SpongeBob's Krusty hat off. SpongeBob walks home, sad]",04,24,Bummer Vacation,13-Oct-06,10
467,SpongeBob," Oh, what to do on this boring vacation. Hey, I know just the thing to get the ol' spirits up. ",walking inside his pineapple plays with a smaller Krusty Krab playset,"[walking inside his pineapple] Oh, what to do on this boring vacation. Hey, I know just the thing to get the ol' spirits up. [plays with a smaller Krusty Krab playset]",04,24,Bummer Vacation,13-Oct-06,10
468,Squidward," I need 20 Krabby Patties, please.",SpongeBob imitating him,"[SpongeBob imitating him] I need 20 Krabby Patties, please.",04,24,Bummer Vacation,13-Oct-06,10
469,SpongeBob,"Sure thing, ol' buddy, ol' Squid. 20 Krabby Patties coming...",,"Sure thing, ol' buddy, ol' Squid. 20 Krabby Patties coming...",04,24,Bummer Vacation,13-Oct-06,10
470,Gary,Meow.,,Meow.,04,24,Bummer Vacation,13-Oct-06,10
471,SpongeBob,"You're right, Gary. It is unhealthy to think of the Krusty Krab while I'm on vacation. I need to get out of the house. ",scene cuts to Krusty Krab where Squidward is washing windows until he sees SpongeBob,"You're right, Gary. It is unhealthy to think of the Krusty Krab while I'm on vacation. I need to get out of the house. [scene cuts to Krusty Krab where Squidward is washing windows until he sees SpongeBob]",04,24,Bummer Vacation,13-Oct-06,10
472,Squidward,"Uh, Mr. Krabs, he's out there again.",,"Uh, Mr. Krabs, he's out there again.",04,24,Bummer Vacation,13-Oct-06,10
473,Mr. Krabs,"I'll deal with this. Boy, you're on Krusty Krab property. Back it up.  Further.  Further.  Further.  Further.  That'll do.",SpongeBob steps backwards steps backwards more steps backwards more steps backwards more steps backwards until he is in front of his house,"I'll deal with this. Boy, you're on Krusty Krab property. Back it up. [SpongeBob steps backwards] Further. [steps backwards more] Further. [steps backwards more] Further. [steps backwards more] Further. [steps backwards until he is in front of his house] That'll do.",04,24,Bummer Vacation,13-Oct-06,10
474,SpongeBob,"Mr. Krabs is right. In order to enjoy my vacation, I need to stay away from work. Physically and mentally.  Hey, that reminds me of...  Hold it right there, Mr. WorkaholicPants. You're on vacation. You just need to sit down and relax.  That's more like it. Just sit back and watch the clouds.  That one's a jellyfish!  That's a pirate ship.  And that's low salt ketchup...whoa! Low salt ketchup?  Got your steaming, hot bun delivery here. ","looks at his net his net turns into a spatula. Pretends to grill but stops floats onto the ground watches a cloud go by another cloud goes by another cloud goes by scene cuts to Krusty Krab where a delivery truck backs up. SpongeBob, in a disguise, walks up to the kitchen door another delivery truck backs up. A delivery fish gets out with the same buns on a plate","Mr. Krabs is right. In order to enjoy my vacation, I need to stay away from work. Physically and mentally. [looks at his net] Hey, that reminds me of... [his net turns into a spatula. Pretends to grill but stops] Hold it right there, Mr. WorkaholicPants. You're on vacation. You just need to sit down and relax. [floats onto the ground] That's more like it. Just sit back and watch the clouds. [watches a cloud go by] That one's a jellyfish! [another cloud goes by] That's a pirate ship. [another cloud goes by] And that's low salt ketchup...whoa! Low salt ketchup? [scene cuts to Krusty Krab where a delivery truck backs up. SpongeBob, in a disguise, walks up to the kitchen door] Got your steaming, hot bun delivery here. [another delivery truck backs up. A delivery fish gets out with the same buns on a plate]",04,24,Bummer Vacation,13-Oct-06,10
475,Delivery Fish,"Huh? What's the big idea, here? ",SpongeBob laughs nervously then gets booted out. Scene cuts to the phone ringing inside the Krusty Krab. Patrick answers,"Huh? What's the big idea, here? [SpongeBob laughs nervously then gets booted out. Scene cuts to the phone ringing inside the Krusty Krab. Patrick answers]",04,24,Bummer Vacation,13-Oct-06,10
476,Patrick,"Hello? Hello? Hello?  Huh, I didn't even know I had an ear.  Hey, I just cleaned that one.","SpongeBob slips through phone cord and through Patrick's head but gets shot out of the Krusty Krab, through the doors. Scene cuts to the Krusty Krab restroom where Patrick is cleaning out his ear notices water splashing out from the toilet behind him","Hello? Hello? Hello? [SpongeBob slips through phone cord and through Patrick's head but gets shot out of the Krusty Krab, through the doors. Scene cuts to the Krusty Krab restroom where Patrick is cleaning out his ear] Huh, I didn't even know I had an ear. [notices water splashing out from the toilet behind him] Hey, I just cleaned that one.",04,24,Bummer Vacation,13-Oct-06,10
477,SpongeBob,"Patrick, shhh.",,"Patrick, shhh.",04,24,Bummer Vacation,13-Oct-06,10
478,Patrick,It talks! ,screams and runs out,It talks! [screams and runs out],04,24,Bummer Vacation,13-Oct-06,10
479,SpongeBob,"Somebody help, I'm stuck!  Mr. Krabs! Thank Neptune it's you. I'm in a bit of a fix here.  Um, Mr. Krabs?  Noooo!!  Uh oh.",Mr. Krabs walks up Mr. Krabs grabs a cord above the toilet Mr. Krabs flushes the toilet gets flushed down the toilet. Scene cuts to SpongeBob jumping out of a customers shirt and into the grease fryer in the kitchen,"Somebody help, I'm stuck! [Mr. Krabs walks up] Mr. Krabs! Thank Neptune it's you. I'm in a bit of a fix here. [Mr. Krabs grabs a cord above the toilet] Um, Mr. Krabs? [Mr. Krabs flushes the toilet] Noooo!! [gets flushed down the toilet. Scene cuts to SpongeBob jumping out of a customers shirt and into the grease fryer in the kitchen] Uh oh.",04,24,Bummer Vacation,13-Oct-06,10
480,Mr. Krabs,"Now what?  Tsk, tsk, tsk.  I've had enough for one day, son. ",picks up the fryer and sees SpongeBob small and deep fried SpongeBob then crumbles into crumbs and puts him in his boat out back drives off,"Now what? [picks up the fryer and sees SpongeBob small and deep fried] Tsk, tsk, tsk. [SpongeBob then crumbles into crumbs and puts him in his boat out back] I've had enough for one day, son. [drives off]",04,24,Bummer Vacation,13-Oct-06,10
481,SpongeBob,"Thanks for the ride home, Mr. Krabs.",,"Thanks for the ride home, Mr. Krabs.",04,24,Bummer Vacation,13-Oct-06,10
482,Mr. Krabs,"Not a problem at all, me boy.",,"Not a problem at all, me boy.",04,24,Bummer Vacation,13-Oct-06,10
483,SpongeBob,"Just take the next right.  Mr. Krabs, we just passed the turn off.",Mr. Krabs drives past his house,"Just take the next right. [Mr. Krabs drives past his house] Mr. Krabs, we just passed the turn off.",04,24,Bummer Vacation,13-Oct-06,10
484,Mr. Krabs,Uh-huh.,,Uh-huh.,04,24,Bummer Vacation,13-Oct-06,10
485,SpongeBob,"My house is back that way, Mr. K.",,"My house is back that way, Mr. K.",04,24,Bummer Vacation,13-Oct-06,10
486,Mr. Krabs,"Far out, little man. Far out. ",drives into a forest and stops,"Far out, little man. Far out. [drives into a forest and stops]",04,24,Bummer Vacation,13-Oct-06,10
487,SpongeBob,Where'd you say you were taking me?,,Where'd you say you were taking me?,04,24,Bummer Vacation,13-Oct-06,10
488,Mr. Krabs,"Look, boy,  I brought your spatuler.  C'mon, boy, get it. Get the spatuler. Go get it!  Enjoy your vacation, boy!",takes out a spatula SpongeBob glares at the spatula and acts like a dog throws the spatula into the forest. SpongeBob chases after it while Mr. Krabs turns around and drives off,"Look, boy, [takes out a spatula] I brought your spatuler. [SpongeBob glares at the spatula and acts like a dog] C'mon, boy, get it. Get the spatuler. Go get it! [throws the spatula into the forest. SpongeBob chases after it while Mr. Krabs turns around and drives off] Enjoy your vacation, boy!",04,24,Bummer Vacation,13-Oct-06,10
489,SpongeBob,"It's not fair. Why would Mr. Krabs try so hard to get rid of me? I'm only on vacation. Unless, it's a...  ...permanent vacation! That's it! Mr. Krabs wants to replace me. Oh, I should've known! Patrick's had his eye on my job all along! He's been scheming! They think I'm outdated! They think I'm all washed up! Well, I'll show them! ",gasps scene cuts to Patrick running down the street to his rock,"It's not fair. Why would Mr. Krabs try so hard to get rid of me? I'm only on vacation. Unless, it's a... [gasps] ...permanent vacation! That's it! Mr. Krabs wants to replace me. Oh, I should've known! Patrick's had his eye on my job all along! He's been scheming! They think I'm outdated! They think I'm all washed up! Well, I'll show them! [scene cuts to Patrick running down the street to his rock]",04,24,Bummer Vacation,13-Oct-06,10
490,Patrick,"Working at the Krusty Krab. Making Krabby Patties all day. Flipping Krusty Krab working patties krab...uhh, that's a hard song to remember.  Huh?",opens his rock and jumps in,"Working at the Krusty Krab. Making Krabby Patties all day. Flipping Krusty Krab working patties krab...uhh, that's a hard song to remember. [opens his rock and jumps in] Huh?",04,24,Bummer Vacation,13-Oct-06,10
491,SpongeBob, Who do they think they are? I gave the best years of my life to this place and they think they can just fire me like that? Like trash? I don't think so!,sitting in the corner of Patrick's rock,[sitting in the corner of Patrick's rock] Who do they think they are? I gave the best years of my life to this place and they think they can just fire me like that? Like trash? I don't think so!,04,24,Bummer Vacation,13-Oct-06,10
492,Patrick,SpongeBob? Is that you?,,SpongeBob? Is that you?,04,24,Bummer Vacation,13-Oct-06,10
493,SpongeBob," I've been waiting for you, Patrick! ","turns around with an evil look on his face walks towards Patrick, growling","[turns around with an evil look on his face] I've been waiting for you, Patrick! [walks towards Patrick, growling]",04,24,Bummer Vacation,13-Oct-06,10
494,Patrick,"SpongeBob, you're scaring me. Ahh! ",SpongeBob laughs maniacally and closes in around Patrick. Scene cuts to Krusty Krab,"SpongeBob, you're scaring me. Ahh! [SpongeBob laughs maniacally and closes in around Patrick. Scene cuts to Krusty Krab]",04,24,Bummer Vacation,13-Oct-06,10
495,Squidward,What’ll be?,,What’ll be?,04,24,Bummer Vacation,13-Oct-06,10
496,Customer,"One Krabby Patty, please.",,"One Krabby Patty, please.",04,24,Bummer Vacation,13-Oct-06,10
497,Squidward,One shell on a shingle. ,"Patrick gives Squidward the order then many orders come out, it blocks the window just for Mr. Krabs to notice","One shell on a shingle. [Patrick gives Squidward the order then many orders come out, it blocks the window just for Mr. Krabs to notice]",04,24,Bummer Vacation,13-Oct-06,10
498,Mr. Krabs,"Well, I'll be...Patrick! Your cooking's improved one-thousand fold. Congratulations, boy, you've finally got the hang of it.  SpongeBob? No wonder. Patrick could never flip that many patties in an hour. What happened to that feller, anyway?","Patrick turns around, and it turns out to be SpongeBob in a Patrick costume","Well, I'll be...Patrick! Your cooking's improved one-thousand fold. Congratulations, boy, you've finally got the hang of it. [Patrick turns around, and it turns out to be SpongeBob in a Patrick costume] SpongeBob? No wonder. Patrick could never flip that many patties in an hour. What happened to that feller, anyway?",04,24,Bummer Vacation,13-Oct-06,10
499,SpongeBob,"Oh, I told him to stay home and watch television. ",Patrick is sitting at home watching a broken TV,"Oh, I told him to stay home and watch television. [Patrick is sitting at home watching a broken TV]",04,24,Bummer Vacation,13-Oct-06,10
500,Mr. Krabs,"Why'd you do it, laddy?",,"Why'd you do it, laddy?",04,24,Bummer Vacation,13-Oct-06,10
501,SpongeBob," Oh, Mr Krabs, I love the putrid grease of the Krusty Krab so much, I just couldn't stay away!",starts to cry,"[starts to cry] Oh, Mr Krabs, I love the putrid grease of the Krusty Krab so much, I just couldn't stay away!",04,24,Bummer Vacation,13-Oct-06,10
502,Mr. Krabs,"You don't have to.  Your accumulated vacation time is used up.  The union can't fine me, anymore.",takes out a calendar tears up calendar,"You don't have to. [takes out a calendar] Your accumulated vacation time is used up. [tears up calendar] The union can't fine me, anymore.",04,24,Bummer Vacation,13-Oct-06,10
503,SpongeBob,You must've saved a fortune.,,You must've saved a fortune.,04,24,Bummer Vacation,13-Oct-06,10
504,Mr. Krabs,"Bumping barnacles, yes.  There she is.",laughs and holds up a dime,"Bumping barnacles, yes. [laughs and holds up a dime] There she is.",04,24,Bummer Vacation,13-Oct-06,10
505,SpongeBob,Wow! That's more than I make in a year.,,Wow! That's more than I make in a year.,04,24,Bummer Vacation,13-Oct-06,10
506,Mr. Krabs,Don't be askin me for a raise. Just get back to work.,,Don't be askin me for a raise. Just get back to work.,04,24,Bummer Vacation,13-Oct-06,10
507,SpongeBob, Yippee! I happily acquiesce.,jumps out of the Patrick costume,[jumps out of the Patrick costume] Yippee! I happily acquiesce.,04,24,Bummer Vacation,13-Oct-06,10
1925,Plankton, I surrender!,waving a truce flag,[waving a truce flag] I surrender!,04,21,New Leaf,22-Sep-06,10
1926,Mr. Krabs,"Eh? I wonder what form of trickery is up that miniature cyclops' sleeve this time.  Alright, Plankton, I don't know what you're trying to pull on me, but I'll tell ya right now, it ain't going to work.",walks up to Plankton,"Eh? I wonder what form of trickery is up that miniature cyclops' sleeve this time. [walks up to Plankton] Alright, Plankton, I don't know what you're trying to pull on me, but I'll tell ya right now, it ain't going to work.",04,21,New Leaf,22-Sep-06,10
1927,Plankton,"There's no pulling, Krabs. Can't you see my peace offering?",,"There's no pulling, Krabs. Can't you see my peace offering?",04,21,New Leaf,22-Sep-06,10
1928,Mr. Krabs,"What is this?  Ha-ha! Very funny, Plankton! But you're gonna have to do a lot better than taking a stab at my illiteracy to offend me.",takes the flag and looks at it for any secret material,"What is this? [takes the flag and looks at it for any secret material] Ha-ha! Very funny, Plankton! But you're gonna have to do a lot better than taking a stab at my illiteracy to offend me.",04,21,New Leaf,22-Sep-06,10
1929,Plankton,"Don't you get it, Krabs? I give up. I'm through competing with you!",,"Don't you get it, Krabs? I give up. I'm through competing with you!",04,21,New Leaf,22-Sep-06,10
1930,Mr. Krabs,But what about all those fevered attempts at trying to steal my Krabby Patty recipe?,,But what about all those fevered attempts at trying to steal my Krabby Patty recipe?,04,21,New Leaf,22-Sep-06,10
1931,Plankton,Exactly! They've all been just attempts. And every single one a miserable failure. I can feel my arteries clogging up with anxiety just thinking about it.  Let me show you something.  Look at this place!,"sighs scene cuts to them walking into the Chum Bucket, which is full of spider webs","Exactly! They've all been just attempts. And every single one a miserable failure. I can feel my arteries clogging up with anxiety just thinking about it. [sighs] Let me show you something. [scene cuts to them walking into the Chum Bucket, which is full of spider webs] Look at this place!",04,21,New Leaf,22-Sep-06,10
1932,Mr. Krabs," Criminy, Plankton, you ever heard of spring cleaning?",runs into a spider web and screams,"[runs into a spider web and screams] Criminy, Plankton, you ever heard of spring cleaning?",04,21,New Leaf,22-Sep-06,10
1933,Plankton,What's the point? Do you know when the last time I had a customer was?,,What's the point? Do you know when the last time I had a customer was?,04,21,New Leaf,22-Sep-06,10
1934,Mr. Krabs,"Actually, I don't recall you ever having a customer.",,"Actually, I don't recall you ever having a customer.",04,21,New Leaf,22-Sep-06,10
1935,Plankton,"Well, there he is.  That's why I've decided to quit the restaurant business altogether, and turn the Chum Bucket into...  this!",points to skeleton rat on the table pulls out a box of knickknacks,"Well, there he is. [points to skeleton rat on the table] That's why I've decided to quit the restaurant business altogether, and turn the Chum Bucket into... [pulls out a box of knickknacks] this!",04,21,New Leaf,22-Sep-06,10
1936,Mr. Krabs,You want to turn your restaurant into a pile of junk?,,You want to turn your restaurant into a pile of junk?,04,21,New Leaf,22-Sep-06,10
1937,Plankton,No! These are knickknacks for the new gift shop I'm opening up.,,No! These are knickknacks for the new gift shop I'm opening up.,04,21,New Leaf,22-Sep-06,10
1938,Mr. Krabs," Come on, this has got to be a joke, right?",laughs,"[laughs] Come on, this has got to be a joke, right?",04,21,New Leaf,22-Sep-06,10
1939,Plankton,"I'm serious, Krabs. Soon, the Chum Bucket will be a nice little store for bric-a-brac and bubblegum.",,"I'm serious, Krabs. Soon, the Chum Bucket will be a nice little store for bric-a-brac and bubblegum.",04,21,New Leaf,22-Sep-06,10
1940,Mr. Krabs,"All right, Plankton. But be aware, I'm not letting my guard down.",,"All right, Plankton. But be aware, I'm not letting my guard down.",04,21,New Leaf,22-Sep-06,10
1941,Plankton,"Guard away, my ex-enemy. I'll just be here starting my new competition-free career. ",hums as Mr. Krabs walks away,"Guard away, my ex-enemy. I'll just be here starting my new competition-free career. [hums as Mr. Krabs walks away]",04,21,New Leaf,22-Sep-06,10
1942,SpongeBob,What's going on Mr. Krabs?,,What's going on Mr. Krabs?,04,21,New Leaf,22-Sep-06,10
1943,Mr. Krabs,Plankton's concocting another hair-brained scheme to steal me recipe. So keep your eyes peeled.,,Plankton's concocting another hair-brained scheme to steal me recipe. So keep your eyes peeled.,04,21,New Leaf,22-Sep-06,10
1944,SpongeBob,"Whatever you say, cap'n. ",peels eyes,"Whatever you say, cap'n. [peels eyes]",04,21,New Leaf,22-Sep-06,10
1945,Mr. Krabs,Now that's an employee who follows orders.  What in blazes is that noise? ,"loud jack hammering is heard Plankton reveals the new name of his business: ""Chumporium""","Now that's an employee who follows orders. [loud jack hammering is heard] What in blazes is that noise? [Plankton reveals the new name of his business: ""Chumporium""]",04,21,New Leaf,22-Sep-06,10
1946,Plankton,"Ah, would you look at that? I have a feeling I'm going to like this new life of novelty items.",,"Ah, would you look at that? I have a feeling I'm going to like this new life of novelty items.",04,21,New Leaf,22-Sep-06,10
1947,Mr. Krabs,"Uh-huh. Clever, Plankton! Two can play at this game.",,"Uh-huh. Clever, Plankton! Two can play at this game.",04,21,New Leaf,22-Sep-06,10
1948,SpongeBob," Mr. Krabs, look at this cool knickknack I got at the Chumporium.",holding a snow globe,"[holding a snow globe] Mr. Krabs, look at this cool knickknack I got at the Chumporium.",04,21,New Leaf,22-Sep-06,10
1949,Mr. Krabs," Hmm, I know there's a microphone or camera in here somewhere. ",takes the snow globe tries to open it,"[takes the snow globe] Hmm, I know there's a microphone or camera in here somewhere. [tries to open it]",04,21,New Leaf,22-Sep-06,10
1950,SpongeBob,"Uhh, Mr. Krabs, I really don't think there's anything weird in there.",,"Uhh, Mr. Krabs, I really don't think there's anything weird in there.",04,21,New Leaf,22-Sep-06,10
